DynCount,FuncCount,DecCount,DynFunc,FuncDec,DynDec,Relatedness
0,2,0,0,0,0,0
5,7,9,1,1,1,1
5,4,4,1,1,1,1
29,203,37,1,1,1,1
0,3,5,0,1,0,1
0,1,0,0,0,0,0
1341,2119,1766,1,1,1,1
0,7,0,0,0,0,0
6,87,87,1,1,1,1
4,2,0,1,0,0,1
28,86,73,1,1,1,1
0,1,0,0,0,0,0
0,13,3,0,1,0,1
0,16,0,0,0,0,0
0,0,2,0,0,0,0
0,11,0,0,0,0,0
0,1,0,0,0,0,0
21,13,18,1,1,1,1
0,0,1,0,0,0,0
0,22,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,0,0,0,0
0,4,2,0,1,0,1
0,2,0,0,0,0,0
0,4,0,0,0,0,0
0,34,9,0,1,0,1
0,1,2,0,1,0,1
0,1,0,0,0,0,0
2,31,0,1,0,0,1
1,10,0,1,0,0,1
7,3,0,1,0,0,1
3,1,0,1,0,0,1
0,13,0,0,0,0,0
92,501,345,1,1,1,1
0,3,0,0,0,0,0
1129,1486,1172,1,1,1,1
0,0,4,0,0,0,0
0,1,10,0,1,0,1
26,47,11,1,1,1,1
0,30,0,0,0,0,0
5,26,12,1,1,1,1
32,88,5,1,1,1,1
0,34,0,0,0,0,0
80,429,71,1,1,1,1
0,5,9,0,1,0,1
0,1,0,0,0,0,0
2,31,114,1,1,1,1
2,94,5,1,1,1,1
0,5,0,0,0,0,0
0,2,2,0,1,0,1
0,3,13,0,1,0,1
0,3,0,0,0,0,0
0,2,0,0,0,0,0
0,0,1,0,0,0,0
0,1,0,0,0,0,0
476,847,234,1,1,1,1
0,1,4,0,1,0,1
0,12,0,0,0,0,0
1,0,0,0,0,0,0
0,10,1,0,1,0,1
67,102,15,1,1,1,1
0,3,0,0,0,0,0
52,81,0,1,0,0,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
14,34,1,1,1,1,1
0,1,0,0,0,0,0
0,4,0,0,0,0,0
0,6,0,0,0,0,0
0,3,1,0,1,0,1
0,6,0,0,0,0,0
54,166,109,1,1,1,1
1,3,0,1,0,0,1
153,531,106,1,1,1,1
13,128,18,1,1,1,1
0,1,0,0,0,0,0
0,39,6,0,1,0,1
0,15,11,0,1,0,1
3,2,16,1,1,1,1
2,8,0,1,0,0,1
0,7,0,0,0,0,0
6,43,38,1,1,1,1
0,2,2,0,1,0,1
0,0,17,0,0,0,0
0,2,0,0,0,0,0
0,1,0,0,0,0,0
3,8,0,1,0,0,1
2,2,0,1,0,0,1
57,171,74,1,1,1,1
9,9,1,1,1,1,1
913,1451,574,1,1,1,1
9,1,0,1,0,0,1
0,1,0,0,0,0,0
257,381,505,1,1,1,1
2,5,11,1,1,1,1
0,2,0,0,0,0,0
0,17,1,0,1,0,1
30,25,17,1,1,1,1
3,2,17,1,1,1,1
0,14,7,0,1,0,1
23,104,17,1,1,1,1
0,5,5,0,1,0,1
0,117,50,0,1,0,1
0,0,4,0,0,0,0
7,17,0,1,0,0,1
6,100,343,1,1,1,1
0,0,2,0,0,0,0
0,5,0,0,0,0,0
117,1050,871,1,1,1,1
1,3,0,1,0,0,1
71,32,65,1,1,1,1
1,1,0,1,0,0,1
0,18,0,0,0,0,0
0,1,6,0,1,0,1
43,87,478,1,1,1,1
7,2,4,1,1,1,1
146,10,0,1,0,0,1
0,1,0,0,0,0,0
81,341,397,1,1,1,1
13,84,4,1,1,1,1
0,6,0,0,0,0,0
0,1,0,0,0,0,0
2,7,8,1,1,1,1
0,3,0,0,0,0,0
369,662,405,1,1,1,1
10,8,6,1,1,1,1
0,1,0,0,0,0,0
0,39,1,0,1,0,1
0,2,0,0,0,0,0
0,6,0,0,0,0,0
2,48,3,1,1,1,1
0,1,0,0,0,0,0
1430,1490,974,1,1,1,1
392,629,297,1,1,1,1
27,67,130,1,1,1,1
4,5,7,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
56,149,231,1,1,1,1
120,38,129,1,1,1,1
0,2,0,0,0,0,0
1,5,0,1,0,0,1
188,11,0,1,0,0,1
0,0,3,0,0,0,0
0,135,0,0,0,0,0
0,14,0,0,0,0,0
7,7,3,1,1,1,1
1,0,0,0,0,0,0
23,145,3,1,1,1,1
43,12,78,1,1,1,1
0,2,2,0,1,0,1
23,52,2,1,1,1,1
0,1,0,0,0,0,0
3,0,12,0,0,1,1
3,44,12,1,1,1,1
1,0,0,0,0,0,0
0,4,0,0,0,0,0
1,9,0,1,0,0,1
0,192,2,0,1,0,1
0,2,0,0,0,0,0
53,80,40,1,1,1,1
0,4,0,0,0,0,0
127,61,44,1,1,1,1
2,0,0,0,0,0,0
0,12,8,0,1,0,1
8,40,13,1,1,1,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
9,16,0,1,0,0,1
0,0,1,0,0,0,0
1,6,0,1,0,0,1
27,20,4,1,1,1,1
0,6,0,0,0,0,0
2,1,0,1,0,0,1
10,7,6,1,1,1,1
0,0,2,0,0,0,0
0,2,5,0,1,0,1
7,57,6,1,1,1,1
0,2,7,0,1,0,1
0,8,0,0,0,0,0
1,3,0,1,0,0,1
0,5,0,0,0,0,0
0,16,0,0,0,0,0
9,58,37,1,1,1,1
243,222,338,1,1,1,1
0,13,0,0,0,0,0
158,8,33,1,1,1,1
6,14,22,1,1,1,1
0,3,1,0,1,0,1
0,1,2,0,1,0,1
1,2,2,1,1,1,1
7,34,60,1,1,1,1
2,1,13,1,1,1,1
0,0,2,0,0,0,0
0,1,0,0,0,0,0
0,6,0,0,0,0,0
0,1,0,0,0,0,0
0,0,2,0,0,0,0
0,1,0,0,0,0,0
5,11,18,1,1,1,1
0,2,10,0,1,0,1
0,16,0,0,0,0,0
0,2,4,0,1,0,1
0,1,12,0,1,0,1
0,6,1,0,1,0,1
0,1,0,0,0,0,0
42,195,147,1,1,1,1
158,78,108,1,1,1,1
0,2,0,0,0,0,0
20,49,82,1,1,1,1
16,39,9,1,1,1,1
0,17,0,0,0,0,0
2121,570,1196,1,1,1,1
1,0,0,0,0,0,0
7,47,53,1,1,1,1
9,28,9,1,1,1,1
2,23,0,1,0,0,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
8,31,17,1,1,1,1
157,230,31,1,1,1,1
50,134,73,1,1,1,1
0,3,0,0,0,0,0
2,2,0,1,0,0,1
0,2,0,0,0,0,0
0,5,3,0,1,0,1
1,10,0,1,0,0,1
205,680,384,1,1,1,1
5,7,11,1,1,1,1
9,17,0,1,0,0,1
26,23,13,1,1,1,1
0,7,0,0,0,0,0
0,1,0,0,0,0,0
5,6,0,1,0,0,1
8,155,16,1,1,1,1
16,38,42,1,1,1,1
0,20,1,0,1,0,1
6,21,3,1,1,1,1
32,486,293,1,1,1,1
2,0,8,0,0,1,1
1,1,4,1,1,1,1
7,30,20,1,1,1,1
0,71,1,0,1,0,1
0,0,2,0,0,0,0
0,6,0,0,0,0,0
276,494,103,1,1,1,1
0,2,3,0,1,0,1
18,231,25,1,1,1,1
0,10,9,0,1,0,1
35,193,642,1,1,1,1
29,17,25,1,1,1,1
1,5,1,1,1,1,1
917,1453,1194,1,1,1,1
1,0,0,0,0,0,0
4,41,0,1,0,0,1
0,0,4,0,0,0,0
1293,1204,937,1,1,1,1
28,63,14,1,1,1,1
1251,1843,1470,1,1,1,1
0,11,0,0,0,0,0
0,1,0,0,0,0,0
0,16,0,0,0,0,0
0,4,0,0,0,0,0
0,0,1,0,0,0,0
1,2,1,1,1,1,1
0,19,0,0,0,0,0
0,1,0,0,0,0,0
2,18,6,1,1,1,1
45,58,0,1,0,0,1
0,2,0,0,0,0,0
0,0,2,0,0,0,0
1252,1853,1473,1,1,1,1
5,10,12,1,1,1,1
0,1,0,0,0,0,0
14,37,113,1,1,1,1
48,5154,61,1,1,1,1
0,1,0,0,0,0,0
0,0,5,0,0,0,0
1,13,0,1,0,0,1
61,46,55,1,1,1,1
4,6,56,1,1,1,1
1,9,0,1,0,0,1
37,80,20,1,1,1,1
74,193,9,1,1,1,1
0,1,0,0,0,0,0
0,0,4,0,0,0,0
0,0,11,0,0,0,0
0,1,0,0,0,0,0
5,4,5,1,1,1,1
0,7,4,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,1,0,1,0,1
14,71,7,1,1,1,1
10,30,3,1,1,1,1
0,1,0,0,0,0,0
360,1308,72,1,1,1,1
2,35,6,1,1,1,1
54,567,187,1,1,1,1
34,287,341,1,1,1,1
3,7,42,1,1,1,1
9,4,1,1,1,1,1
0,22,1,0,1,0,1
2,25,5,1,1,1,1
17,160,231,1,1,1,1
0,4,4,0,1,0,1
0,8,0,0,0,0,0
0,2,0,0,0,0,0
118,222,17,1,1,1,1
0,2,0,0,0,0,0
1,0,0,0,0,0,0
15,68,0,1,0,0,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
0,5,0,0,0,0,0
0,1,0,0,0,0,0
12,11,0,1,0,0,1
2,9,0,1,0,0,1
0,4,0,0,0,0,0
3,8,15,1,1,1,1
30,73,87,1,1,1,1
0,16,1,0,1,0,1
0,2,1,0,1,0,1
0,3,0,0,0,0,0
29,405,160,1,1,1,1
1265,1804,1346,1,1,1,1
3,24,0,1,0,0,1
1,2,0,1,0,0,1
0,2,2,0,1,0,1
0,7,0,0,0,0,0
0,2,2,0,1,0,1
2,60,0,1,0,0,1
3,3,0,1,0,0,1
0,2,0,0,0,0,0
0,3,1,0,1,0,1
440,895,322,1,1,1,1
2,65,11,1,1,1,1
2,307,9,1,1,1,1
0,2,0,0,0,0,0
3,65,92,1,1,1,1
0,2,2,0,1,0,1
752,1283,376,1,1,1,1
14,27,31,1,1,1,1
0,5,0,0,0,0,0
15,27,4,1,1,1,1
1,0,6,0,0,1,1
13,26,22,1,1,1,1
1,6,0,1,0,0,1
11,19,22,1,1,1,1
7,10,17,1,1,1,1
526,1697,1028,1,1,1,1
0,8,0,0,0,0,0
0,0,2,0,0,0,0
0,8,1,0,1,0,1
5,10,0,1,0,0,1
0,4,0,0,0,0,0
5,28,47,1,1,1,1
11,18,1,1,1,1,1
0,3,0,0,0,0,0
0,2,0,0,0,0,0
5,2,6,1,1,1,1
7,13,0,1,0,0,1
0,2,0,0,0,0,0
5,18,21,1,1,1,1
0,4,13,0,1,0,1
38,92,27,1,1,1,1
0,59,0,0,0,0,0
0,2,0,0,0,0,0
10,3,7,1,1,1,1
27,49,24,1,1,1,1
0,1,0,0,0,0,0
68,149,52,1,1,1,1
0,2,2,0,1,0,1
0,1,1,0,1,0,1
0,0,4,0,0,0,0
1,0,0,0,0,0,0
9,195,0,1,0,0,1
15,54,10,1,1,1,1
2,48,72,1,1,1,1
47,73,0,1,0,0,1
4,188,5,1,1,1,1
15,475,22,1,1,1,1
48,329,59,1,1,1,1
0,4,0,0,0,0,0
29,11,45,1,1,1,1
2,7,0,1,0,0,1
9,65,3,1,1,1,1
0,13,0,0,0,0,0
1,0,0,0,0,0,0
0,2,3,0,1,0,1
0,16,0,0,0,0,0
0,10,0,0,0,0,0
91,728,277,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
2,441,96,1,1,1,1
46,234,31,1,1,1,1
78,51,2,1,1,1,1
15,4,1,1,1,1,1
2,2,0,1,0,0,1
1,26,7,1,1,1,1
0,1,0,0,0,0,0
6,1,10,1,1,1,1
34,182,94,1,1,1,1
35,108,69,1,1,1,1
0,2,0,0,0,0,0
2,35,7,1,1,1,1
0,11,0,0,0,0,0
0,72,0,0,0,0,0
0,4,0,0,0,0,0
5,18,21,1,1,1,1
0,0,2,0,0,0,0
4,3,1,1,1,1,1
49,69,43,1,1,1,1
0,17,0,0,0,0,0
3,0,1,0,0,1,1
4,8,3,1,1,1,1
0,1,0,0,0,0,0
2,293,9,1,1,1,1
45,905,202,1,1,1,1
50,91,6,1,1,1,1
0,31,1,0,1,0,1
39,343,188,1,1,1,1
11,19,7,1,1,1,1
0,2,4,0,1,0,1
0,0,1,0,0,0,0
37,50,14,1,1,1,1
1,1,0,1,0,0,1
180,368,159,1,1,1,1
0,5,13,0,1,0,1
0,3,0,0,0,0,0
34,68,13,1,1,1,1
12,247,1,1,1,1,1
47,95,1,1,1,1,1
1,1,0,1,0,0,1
0,1,99,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,5,2,0,1,0,1
0,1,0,0,0,0,0
815,2166,956,1,1,1,1
10,6,0,1,0,0,1
62,1382,88,1,1,1,1
4,7,0,1,0,0,1
3,6,0,1,0,0,1
0,1,0,0,0,0,0
69,26,0,1,0,0,1
195,240,117,1,1,1,1
2,0,0,0,0,0,0
7,7,14,1,1,1,1
0,45,0,0,0,0,0
0,1,0,0,0,0,0
32,59,27,1,1,1,1
25,12,0,1,0,0,1
0,6,0,0,0,0,0
28,428,112,1,1,1,1
2,2,0,1,0,0,1
38,122,168,1,1,1,1
0,11,8,0,1,0,1
3,29,3,1,1,1,1
9,31,36,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
9,31,36,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
16,30,2,1,1,1,1
9,31,36,1,1,1,1
9,31,36,1,1,1,1
8,15,1,1,1,1,1
8,15,1,1,1,1,1
0,2,0,0,0,0,0
0,9,2,0,1,0,1
0,2,0,0,0,0,0
0,5,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,13,0,0,0,0,0
30,203,148,1,1,1,1
31,22,30,1,1,1,1
39,129,102,1,1,1,1
1,45,27,1,1,1,1
11,30,11,1,1,1,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
100,155,184,1,1,1,1
4,0,0,0,0,0,0
0,2,0,0,0,0,0
0,5,0,0,0,0,0
0,2,0,0,0,0,0
4,1,1,1,1,1,1
0,2,1,0,1,0,1
0,1,32,0,1,0,1
3,4,0,1,0,0,1
8,2,10,1,1,1,1
1,7,3,1,1,1,1
0,3,4,0,1,0,1
93,95,7,1,1,1,1
1947,1832,1424,1,1,1,1
101,1293,373,1,1,1,1
13,104,6,1,1,1,1
0,16,1,0,1,0,1
0,2,2,0,1,0,1
1,8,10,1,1,1,1
187,256,8,1,1,1,1
3,1,0,1,0,0,1
0,44,1,0,1,0,1
0,7,0,0,0,0,0
0,1,1,0,1,0,1
2,19,26,1,1,1,1
20,10,3,1,1,1,1
158,288,43,1,1,1,1
0,92,80,0,1,0,1
0,5,0,0,0,0,0
0,5,0,0,0,0,0
0,10,0,0,0,0,0
0,1,0,0,0,0,0
0,8,0,0,0,0,0
0,1,0,0,0,0,0
0,6,0,0,0,0,0
73,842,2,1,1,1,1
0,1,0,0,0,0,0
84,148,42,1,1,1,1
0,25,424,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
46,57,41,1,1,1,1
48,215,3,1,1,1,1
28,199,39,1,1,1,1
50,53,30,1,1,1,1
0,1,0,0,0,0,0
19,299,68,1,1,1,1
0,11,0,0,0,0,0
3,4,0,1,0,0,1
3,3,8,1,1,1,1
0,8,0,0,0,0,0
0,0,1,0,0,0,0
1,4,10,1,1,1,1
118,1163,941,1,1,1,1
13,50,67,1,1,1,1
71,19,12,1,1,1,1
0,66,5,0,1,0,1
2,75,1,1,1,1,1
20,80,27,1,1,1,1
0,3,0,0,0,0,0
0,3,0,0,0,0,0
7,0,0,0,0,0,0
0,5,0,0,0,0,0
94,80,74,1,1,1,1
5,10,9,1,1,1,1
2,56,0,1,0,0,1
40,11,17,1,1,1,1
6,3,7,1,1,1,1
4,27,0,1,0,0,1
0,5,0,0,0,0,0
0,11,0,0,0,0,0
14,27,22,1,1,1,1
1,145,2,1,1,1,1
0,1,0,0,0,0,0
0,10,0,0,0,0,0
511,1510,981,1,1,1,1
3,0,0,0,0,0,0
337,811,808,1,1,1,1
0,193,2,0,1,0,1
0,5,296,0,1,0,1
3,4,6,1,1,1,1
0,0,12,0,0,0,0
0,1,0,0,0,0,0
0,0,2,0,0,0,0
0,3,0,0,0,0,0
57,24,65,1,1,1,1
3,20,5,1,1,1,1
0,7,1,0,1,0,1
0,0,2,0,0,0,0
4,9,1,1,1,1,1
0,2,5,0,1,0,1
0,31,0,0,0,0,0
1,5,3,1,1,1,1
0,5,0,0,0,0,0
28,4,5,1,1,1,1
6,53,2,1,1,1,1
0,5,0,0,0,0,0
191,139,69,1,1,1,1
8,35,22,1,1,1,1
0,10,7,0,1,0,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,30,0,0,0,0,0
0,3,0,0,0,0,0
0,10,9,0,1,0,1
0,7,0,0,0,0,0
6,31,95,1,1,1,1
0,4,0,0,0,0,0
0,6,0,0,0,0,0
0,2,0,0,0,0,0
3,36,19,1,1,1,1
0,4,5,0,1,0,1
15,22,0,1,0,0,1
1310,1926,1551,1,1,1,1
0,2,2,0,1,0,1
9,37,19,1,1,1,1
0,1,0,0,0,0,0
58,19,28,1,1,1,1
0,20,0,0,0,0,0
0,7,1,0,1,0,1
0,3,0,0,0,0,0
7,30,0,1,0,0,1
273,1076,782,1,1,1,1
30,42,7,1,1,1,1
7,53,43,1,1,1,1
0,54,11,0,1,0,1
0,35,11,0,1,0,1
4,14,30,1,1,1,1
0,13,1,0,1,0,1
1,39,5,1,1,1,1
53,303,47,1,1,1,1
89,452,199,1,1,1,1
12,59,6,1,1,1,1
0,1,0,0,0,0,0
7,34,9,1,1,1,1
16,4,44,1,1,1,1
36,108,6,1,1,1,1
35,188,83,1,1,1,1
0,3,0,0,0,0,0
61,63,27,1,1,1,1
0,10,0,0,0,0,0
17,56,119,1,1,1,1
0,1,0,0,0,0,0
0,11,7,0,1,0,1
0,1,0,0,0,0,0
239,1127,616,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,4,0,0,0,0,0
0,0,2,0,0,0,0
0,3,0,0,0,0,0
0,4,0,0,0,0,0
0,97,0,0,0,0,0
0,9,1,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
2,5,0,1,0,0,1
19,37,0,1,0,0,1
3,7,4,1,1,1,1
0,10,2,0,1,0,1
0,3,1,0,1,0,1
2,74,106,1,1,1,1
563,962,403,1,1,1,1
2,4,0,1,0,0,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,64,23,0,1,0,1
189,597,108,1,1,1,1
1,1,0,1,0,0,1
4,12,0,1,0,0,1
2,2,0,1,0,0,1
20,35,5,1,1,1,1
2,13,4,1,1,1,1
0,3,0,0,0,0,0
51,144,29,1,1,1,1
1,9,0,1,0,0,1
6,2,0,1,0,0,1
0,0,2,0,0,0,0
13,33,2,1,1,1,1
4,7,1,1,1,1,1
0,9,2,0,1,0,1
0,15,0,0,0,0,0
0,1,0,0,0,0,0
0,6,0,0,0,0,0
0,14,32,0,1,0,1
1,1,0,1,0,0,1
0,9,0,0,0,0,0
11,29,24,1,1,1,1
4,21,0,1,0,0,1
0,34,9,0,1,0,1
1,79,16,1,1,1,1
3,0,0,0,0,0,0
0,1,0,0,0,0,0
0,20,0,0,0,0,0
329,345,0,1,0,0,1
0,4,3,0,1,0,1
0,5,0,0,0,0,0
0,10,0,0,0,0,0
0,7,8,0,1,0,1
0,0,1,0,0,0,0
0,2,2,0,1,0,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
144,26,69,1,1,1,1
0,9,0,0,0,0,0
0,1,0,0,0,0,0
0,0,2,0,0,0,0
26,13,3,1,1,1,1
1,4,0,1,0,0,1
0,1,0,0,0,0,0
3,9,1,1,1,1,1
2,0,1,0,0,1,1
1,35,0,1,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,11,0,0,0,0,0
0,16,0,0,0,0,0
2,23,2,1,1,1,1
0,20,0,0,0,0,0
2403,911,541,1,1,1,1
35,940,266,1,1,1,1
132,77,12,1,1,1,1
4,2,0,1,0,0,1
16,146,6,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
23,114,89,1,1,1,1
20,52,86,1,1,1,1
0,0,6,0,0,0,0
14,108,13,1,1,1,1
0,33,0,0,0,0,0
7,18,17,1,1,1,1
163,425,209,1,1,1,1
0,4,0,0,0,0,0
0,96,1,0,1,0,1
0,1,0,0,0,0,0
0,3,1,0,1,0,1
26,2,8,1,1,1,1
0,2,2,0,1,0,1
0,0,1,0,0,0,0
0,19,0,0,0,0,0
1477,1434,1038,1,1,1,1
0,3,0,0,0,0,0
1736,1831,1435,1,1,1,1
4,27,15,1,1,1,1
0,22,1,0,1,0,1
0,2,0,0,0,0,0
0,232,10,0,1,0,1
17,79,2,1,1,1,1
0,1,0,0,0,0,0
0,4,0,0,0,0,0
11,57,0,1,0,0,1
14,14,4,1,1,1,1
1,60,69,1,1,1,1
0,6,1,0,1,0,1
4,1,0,1,0,0,1
1,3,0,1,0,0,1
0,7,0,0,0,0,0
46,19,4,1,1,1,1
0,27,4,0,1,0,1
0,3,2,0,1,0,1
0,2,2,0,1,0,1
0,2,0,0,0,0,0
82,114,58,1,1,1,1
28,151,92,1,1,1,1
35,267,502,1,1,1,1
0,6,0,0,0,0,0
67,79,14,1,1,1,1
103,93,36,1,1,1,1
0,14,0,0,0,0,0
303,1706,86,1,1,1,1
0,1,0,0,0,0,0
0,8,0,0,0,0,0
0,0,2,0,0,0,0
0,2,1,0,1,0,1
0,20,19,0,1,0,1
0,3,0,0,0,0,0
1,7,0,1,0,0,1
0,3,0,0,0,0,0
0,24,0,0,0,0,0
1367,1775,1630,1,1,1,1
324,463,266,1,1,1,1
0,6,10,0,1,0,1
11,46,24,1,1,1,1
0,5,0,0,0,0,0
2,18,0,1,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
6,6,7,1,1,1,1
0,3,0,0,0,0,0
5,12,0,1,0,0,1
159,396,361,1,1,1,1
0,14,20,0,1,0,1
3,0,1,0,0,1,1
0,0,1,0,0,0,0
90,82,57,1,1,1,1
45,14,58,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
50,76,24,1,1,1,1
29,58,14,1,1,1,1
6,67,0,1,0,0,1
4,3,6,1,1,1,1
1,5,0,1,0,0,1
0,3,0,0,0,0,0
0,1,0,0,0,0,0
0,5,0,0,0,0,0
0,1,0,0,0,0,0
27,54,4,1,1,1,1
2,2,3,1,1,1,1
0,3,2,0,1,0,1
128,198,66,1,1,1,1
0,0,2,0,0,0,0
15,66,68,1,1,1,1
0,0,7,0,0,0,0
2,35,0,1,0,0,1
0,5,0,0,0,0,0
3,13,1,1,1,1,1
128,444,184,1,1,1,1
599,1045,377,1,1,1,1
0,1,0,0,0,0,0
9,46,0,1,0,0,1
0,4,0,0,0,0,0
0,2,0,0,0,0,0
84,1560,223,1,1,1,1
270,1380,21,1,1,1,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
24,25,2,1,1,1,1
0,5,0,0,0,0,0
0,4,0,0,0,0,0
64,90,163,1,1,1,1
7,3,0,1,0,0,1
1,47,15,1,1,1,1
16,26,10,1,1,1,1
2,7,5,1,1,1,1
0,1,0,0,0,0,0
278,1699,201,1,1,1,1
19,109,24,1,1,1,1
0,9,0,0,0,0,0
0,2,0,0,0,0,0
31,12,26,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,13,0,0,0,0,0
0,1,2,0,1,0,1
0,1,0,0,0,0,0
2,369,9,1,1,1,1
0,3,0,0,0,0,0
16,92,130,1,1,1,1
0,1,0,0,0,0,0
8,30,49,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
230,133,49,1,1,1,1
0,2,0,0,0,0,0
0,7,0,0,0,0,0
94,105,28,1,1,1,1
1,12,7,1,1,1,1
6,0,0,0,0,0,0
0,2,0,0,0,0,0
0,5,0,0,0,0,0
0,1,0,0,0,0,0
4,16,5,1,1,1,1
133,830,339,1,1,1,1
1,74,51,1,1,1,1
152,597,856,1,1,1,1
5,36,10,1,1,1,1
0,2,7,0,1,0,1
3,40,35,1,1,1,1
0,5,0,0,0,0,0
0,10,0,0,0,0,0
6,13,3,1,1,1,1
5,29,5,1,1,1,1
31,84,0,1,0,0,1
8,5,1,1,1,1,1
0,5,5,0,1,0,1
0,5,8,0,1,0,1
2,46,8,1,1,1,1
0,10,0,0,0,0,0
0,5,0,0,0,0,0
0,13,1,0,1,0,1
182,371,202,1,1,1,1
28,63,14,1,1,1,1
1,1,3,1,1,1,1
0,2,0,0,0,0,0
0,6,0,0,0,0,0
0,16,1,0,1,0,1
4,5,10,1,1,1,1
6,85,35,1,1,1,1
9,250,20,1,1,1,1
0,6,4,0,1,0,1
0,3,1,0,1,0,1
0,1,3,0,1,0,1
62,31,59,1,1,1,1
0,12,0,0,0,0,0
0,29,6,0,1,0,1
10,51,204,1,1,1,1
0,5,9,0,1,0,1
1,17,0,1,0,0,1
0,4,0,0,0,0,0
8,84,0,1,0,0,1
0,2,1,0,1,0,1
145,479,52,1,1,1,1
2,0,0,0,0,0,0
0,17,0,0,0,0,0
92,220,163,1,1,1,1
0,1,0,0,0,0,0
0,5,0,0,0,0,0
0,1,5,0,1,0,1
0,1,0,0,0,0,0
0,3,0,0,0,0,0
0,5,0,0,0,0,0
0,134,9,0,1,0,1
11,15,5,1,1,1,1
280,471,275,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
10,1,1,1,1,1,1
22,29,12,1,1,1,1
2,18,0,1,0,0,1
1,2,21,1,1,1,1
146,643,53,1,1,1,1
52,79,55,1,1,1,1
0,13,0,0,0,0,0
51,93,19,1,1,1,1
68,85,109,1,1,1,1
0,1,0,0,0,0,0
48,346,136,1,1,1,1
0,4,0,0,0,0,0
24,97,208,1,1,1,1
2,5,0,1,0,0,1
0,1,0,0,0,0,0
0,8,0,0,0,0,0
77,115,51,1,1,1,1
2,18,0,1,0,0,1
1,50,0,1,0,0,1
1,3,0,1,0,0,1
1,3,0,1,0,0,1
31,178,57,1,1,1,1
0,2,0,0,0,0,0
0,0,1,0,0,0,0
7,9,1,1,1,1,1
2,34,6,1,1,1,1
0,9,2,0,1,0,1
0,16,0,0,0,0,0
1,0,2,0,0,1,1
0,1,1,0,1,0,1
10,3,2,1,1,1,1
1713,1748,1308,1,1,1,1
0,2,2,0,1,0,1
6,15,7,1,1,1,1
38,261,110,1,1,1,1
261,237,128,1,1,1,1
0,13,0,0,0,0,0
3,22,8,1,1,1,1
0,14,0,0,0,0,0
1,38,1,1,1,1,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
1,1,1,1,1,1,1
0,3,0,0,0,0,0
2,18,48,1,1,1,1
0,28,2,0,1,0,1
1,30,17,1,1,1,1
19,102,14,1,1,1,1
0,97,9,0,1,0,1
329,1358,678,1,1,1,1
63,942,1409,1,1,1,1
0,13,0,0,0,0,0
1,13,1,1,1,1,1
0,0,1,0,0,0,0
1,10,0,1,0,0,1
0,1,0,0,0,0,0
4,28,10,1,1,1,1
1,44,0,1,0,0,1
0,2,0,0,0,0,0
2,5,0,1,0,0,1
0,1,0,0,0,0,0
5,2,5,1,1,1,1
0,0,2,0,0,0,0
1,1,0,1,0,0,1
9,6,6,1,1,1,1
0,2,0,0,0,0,0
1,6,9,1,1,1,1
0,5,0,0,0,0,0
36,20,2,1,1,1,1
356,1028,639,1,1,1,1
0,10,0,0,0,0,0
0,1,0,0,0,0,0
426,931,290,1,1,1,1
1,14,0,1,0,0,1
0,1,0,0,0,0,0
0,0,5,0,0,0,0
0,12,2,0,1,0,1
39,65,25,1,1,1,1
