DynCount,FuncCount,DecCount,DynFunc,FuncDec,DynDec,Relatedness
0,1,0,0,0,0,0
0,1,1,0,1,0,1
1,14,0,1,0,0,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,15,7,0,1,0,1
363,1026,519,1,1,1,1
0,4,2,0,1,0,1
16,7,7,1,1,1,1
0,5,0,0,0,0,0
1,10,0,1,0,0,1
11,4,13,1,1,1,1
3,4,0,1,0,0,1
42,16,25,1,1,1,1
34,184,94,1,1,1,1
0,4,7,0,1,0,1
0,1,0,0,0,0,0
0,37,2,0,1,0,1
3,30,43,1,1,1,1
3,1,0,1,0,0,1
0,6,0,0,0,0,0
1,108,153,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,20,0,0,0,0,0
115,786,427,1,1,1,1
0,3,0,0,0,0,0
2,14,2,1,1,1,1
3,22,1,1,1,1,1
0,1,0,0,0,0,0
141,335,498,1,1,1,1
2,21,11,1,1,1,1
0,2,2,0,1,0,1
37,23,37,1,1,1,1
8,10,0,1,0,0,1
1,21,0,1,0,0,1
0,32,1,0,1,0,1
8,55,2,1,1,1,1
222,4434,333,1,1,1,1
643,1920,1535,1,1,1,1
0,2,8,0,1,0,1
42,97,102,1,1,1,1
8,0,0,0,0,0,0
0,2,0,0,0,0,0
28,7,6,1,1,1,1
0,2,0,0,0,0,0
1,0,0,0,0,0,0
5536,7236,2752,1,1,1,1
0,4,0,0,0,0,0
4,22,31,1,1,1,1
0,8,0,0,0,0,0
0,20,3,0,1,0,1
0,3,0,0,0,0,0
0,8,14,0,1,0,1
0,1,0,0,0,0,0
0,3,12,0,1,0,1
230,133,49,1,1,1,1
0,12,0,0,0,0,0
1,9,3,1,1,1,1
110,238,15,1,1,1,1
1,0,2,0,0,1,1
11,11,1,1,1,1,1
7,3,3,1,1,1,1
2,0,0,0,0,0,0
5,4,10,1,1,1,1
87,172,153,1,1,1,1
1,21,10,1,1,1,1
2,4,5,1,1,1,1
9,1,0,1,0,0,1
0,10,0,0,0,0,0
4,1,2,1,1,1,1
1,6,0,1,0,0,1
4,49,28,1,1,1,1
1,7,2,1,1,1,1
2,1,4,1,1,1,1
0,4,0,0,0,0,0
30,171,106,1,1,1,1
81,472,1,1,1,1,1
0,1,0,0,0,0,0
37,64,64,1,1,1,1
37,278,224,1,1,1,1
0,19,6,0,1,0,1
103,1395,2310,1,1,1,1
0,1,1,0,1,0,1
46,57,41,1,1,1,1
0,19,0,0,0,0,0
2,2,0,1,0,0,1
0,5,0,0,0,0,0
15,49,1,1,1,1,1
21,5,16,1,1,1,1
0,17,18,0,1,0,1
0,5,0,0,0,0,0
29,54,55,1,1,1,1
0,10,6,0,1,0,1
0,11,10,0,1,0,1
0,7,0,0,0,0,0
3,36,6,1,1,1,1
0,0,1,0,0,0,0
0,10,9,0,1,0,1
14,0,0,0,0,0,0
0,4,18,0,1,0,1
2,66,26,1,1,1,1
1,1,0,1,0,0,1
0,2,0,0,0,0,0
147,969,455,1,1,1,1
0,1,0,0,0,0,0
2,22,3,1,1,1,1
0,7,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,13,0,0,0,0
32,71,0,1,0,0,1
28,8,30,1,1,1,1
12,0,0,0,0,0,0
10,6,0,1,0,0,1
72,31,52,1,1,1,1
3,30,1,1,1,1,1
8,6,1,1,1,1,1
1,10,8,1,1,1,1
0,3,2,0,1,0,1
16,208,87,1,1,1,1
121,101,274,1,1,1,1
0,23,0,0,0,0,0
0,26,2,0,1,0,1
7,2,0,1,0,0,1
0,0,2,0,0,0,0
0,1,0,0,0,0,0
522,579,269,1,1,1,1
4,9,0,1,0,0,1
108,42,34,1,1,1,1
2,0,1,0,0,1,1
0,6,0,0,0,0,0
8,18,64,1,1,1,1
0,0,4,0,0,0,0
16,55,7,1,1,1,1
0,3,0,0,0,0,0
4,1,0,1,0,0,1
104,752,750,1,1,1,1
269,1531,59,1,1,1,1
84,295,7,1,1,1,1
71,111,3,1,1,1,1
23,44,124,1,1,1,1
15,58,2,1,1,1,1
0,15,4,0,1,0,1
62,148,0,1,0,0,1
0,45,2,0,1,0,1
0,1,0,0,0,0,0
3,62,22,1,1,1,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
9,343,40,1,1,1,1
8,5,9,1,1,1,1
0,16,5,0,1,0,1
0,2,0,0,0,0,0
0,7,0,0,0,0,0
6,19,22,1,1,1,1
0,5,1,0,1,0,1
420,784,432,1,1,1,1
0,18,0,0,0,0,0
0,4,0,0,0,0,0
0,2,0,0,0,0,0
8,2,0,1,0,0,1
86,448,5,1,1,1,1
0,3,9,0,1,0,1
1,25,24,1,1,1,1
45,287,152,1,1,1,1
0,64,0,0,0,0,0
0,139,0,0,0,0,0
13,16,18,1,1,1,1
6,0,6,0,0,1,1
0,1,0,0,0,0,0
2518,3354,699,1,1,1,1
0,1,0,0,0,0,0
2,2,0,1,0,0,1
6,59,36,1,1,1,1
17,38,6,1,1,1,1
0,9,1,0,1,0,1
0,2,0,0,0,0,0
0,4,10,0,1,0,1
0,83,0,0,0,0,0
0,1,0,0,0,0,0
1,194,10,1,1,1,1
241,589,8,1,1,1,1
0,25,0,0,0,0,0
15,58,9,1,1,1,1
0,0,2,0,0,0,0
6,0,0,0,0,0,0
0,3,0,0,0,0,0
4,11,0,1,0,0,1
2,1,0,1,0,0,1
0,5,0,0,0,0,0
0,3,0,0,0,0,0
166,241,121,1,1,1,1
0,12,19,0,1,0,1
1,8,0,1,0,0,1
3,36,0,1,0,0,1
8,103,21,1,1,1,1
0,4,0,0,0,0,0
0,3,1,0,1,0,1
10,44,40,1,1,1,1
0,0,4,0,0,0,0
58,85,104,1,1,1,1
0,2,0,0,0,0,0
10,26,35,1,1,1,1
0,7,0,0,0,0,0
0,10,0,0,0,0,0
42,85,1,1,1,1,1
0,2,0,0,0,0,0
7,38,0,1,0,0,1
208,157,69,1,1,1,1
70,18,14,1,1,1,1
0,0,8,0,0,0,0
1,2,0,1,0,0,1
0,15,3,0,1,0,1
0,17,2,0,1,0,1
0,1,0,0,0,0,0
0,10,13,0,1,0,1
0,1,1,0,1,0,1
2,11,32,1,1,1,1
0,4,0,0,0,0,0
29,35,20,1,1,1,1
0,1,0,0,0,0,0
22,148,21,1,1,1,1
2,19,30,1,1,1,1
0,0,6,0,0,0,0
5,8,11,1,1,1,1
33,17,2,1,1,1,1
1,42,8,1,1,1,1
1,20,17,1,1,1,1
0,3,2,0,1,0,1
12,76,61,1,1,1,1
0,0,2,0,0,0,0
0,3,0,0,0,0,0
9,4,0,1,0,0,1
68,268,327,1,1,1,1
0,1,0,0,0,0,0
1,2,0,1,0,0,1
420,593,224,1,1,1,1
3,19,4,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
46,46,0,1,0,0,1
0,7,0,0,0,0,0
123,810,64,1,1,1,1
0,5,0,0,0,0,0
87,124,43,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
4,9,0,1,0,0,1
530,788,442,1,1,1,1
30,183,105,1,1,1,1
22,25,26,1,1,1,1
1,9,10,1,1,1,1
2,0,0,0,0,0,0
0,5,1,0,1,0,1
7,14,9,1,1,1,1
0,1,0,0,0,0,0
28,9,30,1,1,1,1
0,1,0,0,0,0,0
1,0,0,0,0,0,0
2,1,0,1,0,0,1
9,25,0,1,0,0,1
0,1,0,0,0,0,0
5,11,6,1,1,1,1
9,7,30,1,1,1,1
2,0,0,0,0,0,0
3,2,4,1,1,1,1
56,500,20,1,1,1,1
0,11,5,0,1,0,1
0,12,0,0,0,0,0
132,288,410,1,1,1,1
0,0,4,0,0,0,0
4,36,14,1,1,1,1
2,2,0,1,0,0,1
5,72,92,1,1,1,1
0,10,3,0,1,0,1
17,25,25,1,1,1,1
4,26,0,1,0,0,1
0,15,7,0,1,0,1
1,2,4,1,1,1,1
1,0,0,0,0,0,0
0,3,0,0,0,0,0
2,30,2,1,1,1,1
0,8,0,0,0,0,0
0,6,2,0,1,0,1
162,45,30,1,1,1,1
0,1,0,0,0,0,0
0,106,0,0,0,0,0
6,1,0,1,0,0,1
126,450,93,1,1,1,1
205,77,23,1,1,1,1
0,2,0,0,0,0,0
1,0,0,0,0,0,0
0,26,0,0,0,0,0
0,2,0,0,0,0,0
15,41,3,1,1,1,1
0,1,0,0,0,0,0
12,31,0,1,0,0,1
0,13,0,0,0,0,0
5,24,20,1,1,1,1
2,1,6,1,1,1,1
40,67,29,1,1,1,1
369,401,349,1,1,1,1
0,1,0,0,0,0,0
2,7,0,1,0,0,1
4,8,1,1,1,1,1
6,4,21,1,1,1,1
0,14,0,0,0,0,0
0,5,3,0,1,0,1
261,637,326,1,1,1,1
0,1,0,0,0,0,0
24,17,7,1,1,1,1
1,0,0,0,0,0,0
0,1,0,0,0,0,0
52,26,9,1,1,1,1
1,0,0,0,0,0,0
0,1,0,0,0,0,0
976,1134,849,1,1,1,1
0,6,6,0,1,0,1
1,1,1,1,1,1,1
157,155,56,1,1,1,1
16,35,50,1,1,1,1
2,2,0,1,0,0,1
2,2,0,1,0,0,1
1,8,0,1,0,0,1
79,44,162,1,1,1,1
0,17,0,0,0,0,0
0,25,0,0,0,0,0
0,1,0,0,0,0,0
20,89,124,1,1,1,1
741,1751,365,1,1,1,1
717,1948,1884,1,1,1,1
0,2,0,0,0,0,0
0,2,6,0,1,0,1
2,6,20,1,1,1,1
114,880,64,1,1,1,1
0,29,34,0,1,0,1
1,8,28,1,1,1,1
1,1,1,1,1,1,1
1,3,0,1,0,0,1
4,5,0,1,0,0,1
1,0,10,0,0,1,1
0,1,0,0,0,0,0
10,48,4,1,1,1,1
3,16,4,1,1,1,1
0,7,0,0,0,0,0
1,41,0,1,0,0,1
0,2,5,0,1,0,1
0,5,0,0,0,0,0
16,138,207,1,1,1,1
2,44,7,1,1,1,1
0,11,0,0,0,0,0
0,1,3,0,1,0,1
0,1,1,0,1,0,1
0,5,0,0,0,0,0
0,17,2,0,1,0,1
1,1,2,1,1,1,1
0,7,0,0,0,0,0
0,2,7,0,1,0,1
2,3,1,1,1,1,1
0,4,0,0,0,0,0
383,1302,195,1,1,1,1
0,1,0,0,0,0,0
37,201,54,1,1,1,1
0,2,2,0,1,0,1
20,48,0,1,0,0,1
10,12,0,1,0,0,1
2,14,8,1,1,1,1
0,2,0,0,0,0,0
43,53,28,1,1,1,1
0,3,0,0,0,0,0
0,14,1,0,1,0,1
0,3,0,0,0,0,0
1,3,0,1,0,0,1
4,33,46,1,1,1,1
8,33,79,1,1,1,1
25,6,0,1,0,0,1
0,26,0,0,0,0,0
10,15,6,1,1,1,1
15,25,88,1,1,1,1
0,4,2,0,1,0,1
6,7,15,1,1,1,1
519,647,287,1,1,1,1
19,48,13,1,1,1,1
2,132,5,1,1,1,1
1,5,2,1,1,1,1
0,9,0,0,0,0,0
1,38,2,1,1,1,1
0,2,0,0,0,0,0
80,59,2,1,1,1,1
0,1,0,0,0,0,0
101,336,93,1,1,1,1
11,25,52,1,1,1,1
128,122,57,1,1,1,1
7,29,0,1,0,0,1
0,1,0,0,0,0,0
69,65,14,1,1,1,1
0,5,0,0,0,0,0
3,122,39,1,1,1,1
380,1266,210,1,1,1,1
0,3,0,0,0,0,0
0,6,0,0,0,0,0
10,9,63,1,1,1,1
12,26,2,1,1,1,1
13,26,22,1,1,1,1
1,3,12,1,1,1,1
1,6,0,1,0,0,1
7,29,0,1,0,0,1
1,35,10,1,1,1,1
0,2,16,0,1,0,1
11,3,8,1,1,1,1
0,16,0,0,0,0,0
364,154,87,1,1,1,1
4,2,8,1,1,1,1
145,973,83,1,1,1,1
2,12,31,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
2,3,30,1,1,1,1
68,191,58,1,1,1,1
37,24,29,1,1,1,1
0,1,2,0,1,0,1
0,2,0,0,0,0,0
1,4,0,1,0,0,1
0,5,0,0,0,0,0
22,3,19,1,1,1,1
14,13,5,1,1,1,1
2,6,0,1,0,0,1
0,1,0,0,0,0,0
69,148,52,1,1,1,1
0,5,0,0,0,0,0
3,12,0,1,0,0,1
125,649,357,1,1,1,1
0,1,0,0,0,0,0
6,11,1,1,1,1,1
8,33,2,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,7,3,0,1,0,1
0,4,1,0,1,0,1
13,66,0,1,0,0,1
1,8,36,1,1,1,1
3,70,15,1,1,1,1
0,2,0,0,0,0,0
3,4,0,1,0,0,1
8,26,3,1,1,1,1
0,0,7,0,0,0,0
24,52,67,1,1,1,1
0,8,1,0,1,0,1
3,0,0,0,0,0,0
2,138,0,1,0,0,1
19,23,3,1,1,1,1
1347,670,1364,1,1,1,1
22,40,48,1,1,1,1
2,23,17,1,1,1,1
0,28,0,0,0,0,0
0,1,0,0,0,0,0
41,61,15,1,1,1,1
4,13,5,1,1,1,1
5,8,0,1,0,0,1
1,4,0,1,0,0,1
0,2,2,0,1,0,1
6,48,2,1,1,1,1
1354,1801,1268,1,1,1,1
0,10,0,0,0,0,0
0,5,0,0,0,0,0
9,39,0,1,0,0,1
1,2,0,1,0,0,1
0,3,2,0,1,0,1
0,21,17,0,1,0,1
69,88,67,1,1,1,1
0,4,0,0,0,0,0
0,0,1,0,0,0,0
6,15,25,1,1,1,1
2,40,0,1,0,0,1
0,1,0,0,0,0,0
0,11,0,0,0,0,0
7,34,59,1,1,1,1
0,45,2,0,1,0,1
6,3,0,1,0,0,1
0,1,2,0,1,0,1
5,28,4,1,1,1,1
0,3,0,0,0,0,0
0,1,0,0,0,0,0
2,6,13,1,1,1,1
5,45,10,1,1,1,1
2,0,0,0,0,0,0
1,5,0,1,0,0,1
0,7,0,0,0,0,0
0,2,15,0,1,0,1
8,34,16,1,1,1,1
4,51,36,1,1,1,1
3,11,0,1,0,0,1
11,19,22,1,1,1,1
1,16,13,1,1,1,1
3,6,10,1,1,1,1
0,0,6,0,0,0,0
224,343,87,1,1,1,1
0,4,0,0,0,0,0
58,51,2,1,1,1,1
0,1,0,0,0,0,0
0,12,0,0,0,0,0
35,147,0,1,0,0,1
0,3,0,0,0,0,0
0,2,0,0,0,0,0
12,46,43,1,1,1,1
62,78,49,1,1,1,1
2,22,24,1,1,1,1
16,70,42,1,1,1,1
14,142,154,1,1,1,1
0,0,9,0,0,0,0
0,1,0,0,0,0,0
0,15,54,0,1,0,1
0,0,1,0,0,0,0
0,0,1,0,0,0,0
7,27,2,1,1,1,1
5,0,57,0,0,1,1
0,3,0,0,0,0,0
3,2,1,1,1,1,1
9,1,0,1,0,0,1
0,1,0,0,0,0,0
61,100,181,1,1,1,1
0,6,0,0,0,0,0
132,77,12,1,1,1,1
0,16,18,0,1,0,1
0,14,0,0,0,0,0
1621,2171,1743,1,1,1,1
16,157,69,1,1,1,1
65,13,8,1,1,1,1
0,4,0,0,0,0,0
12,9,5,1,1,1,1
175,793,1030,1,1,1,1
1,1,0,1,0,0,1
0,1,0,0,0,0,0
14,1,7,1,1,1,1
392,690,146,1,1,1,1
0,2,0,0,0,0,0
0,2,0,0,0,0,0
1,7,0,1,0,0,1
0,3,0,0,0,0,0
0,4,0,0,0,0,0
305,639,200,1,1,1,1
32,52,3,1,1,1,1
1,0,0,0,0,0,0
0,2,0,0,0,0,0
26,134,437,1,1,1,1
0,4,14,0,1,0,1
0,1,0,0,0,0,0
59,188,18,1,1,1,1
3,1,0,1,0,0,1
1,1,0,1,0,0,1
0,1,0,0,0,0,0
41,21,2,1,1,1,1
2,68,1,1,1,1,1
0,46,0,0,0,0,0
0,19,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
2,2,0,1,0,0,1
0,2,0,0,0,0,0
2,35,0,1,0,0,1
0,1,8,0,1,0,1
0,1,0,0,0,0,0
0,0,1,0,0,0,0
74,47,8,1,1,1,1
1,1,3,1,1,1,1
4,21,40,1,1,1,1
3,39,7,1,1,1,1
3,0,0,0,0,0,0
1,0,1,0,0,1,1
1,46,0,1,0,0,1
1,20,4,1,1,1,1
169,1759,590,1,1,1,1
1,3,0,1,0,0,1
22,61,43,1,1,1,1
0,1,0,0,0,0,0
0,5,0,0,0,0,0
0,10,13,0,1,0,1
8,4,1,1,1,1,1
2,0,0,0,0,0,0
0,1,0,0,0,0,0
6,1,32,1,1,1,1
7,7,33,1,1,1,1
0,1,0,0,0,0,0
0,7,0,0,0,0,0
0,1,2,0,1,0,1
3,4,6,1,1,1,1
0,12,7,0,1,0,1
0,2,0,0,0,0,0
0,4,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
220,127,59,1,1,1,1
0,2,0,0,0,0,0
0,5,0,0,0,0,0
81,651,713,1,1,1,1
9,106,2,1,1,1,1
79,205,10,1,1,1,1
2,8,7,1,1,1,1
6,126,199,1,1,1,1
0,4,66,0,1,0,1
0,0,4,0,0,0,0
0,2,1,0,1,0,1
1,0,0,0,0,0,0
306,1753,89,1,1,1,1
0,4,0,0,0,0,0
11,6,2,1,1,1,1
16,51,0,1,0,0,1
0,1,0,0,0,0,0
7,15,4,1,1,1,1
0,1,0,0,0,0,0
0,5,0,0,0,0,0
5,15,4,1,1,1,1
12,24,0,1,0,0,1
47,95,1,1,1,1,1
0,30,0,0,0,0,0
0,4,1,0,1,0,1
0,8,0,0,0,0,0
2,17,15,1,1,1,1
15,0,0,0,0,0,0
0,1,0,0,0,0,0
17,27,0,1,0,0,1
0,3,0,0,0,0,0
190,913,35,1,1,1,1
31,20,17,1,1,1,1
3,82,223,1,1,1,1
0,55,6,0,1,0,1
214,570,9,1,1,1,1
368,801,7,1,1,1,1
4,8,0,1,0,0,1
1,1,0,1,0,0,1
80,107,1,1,1,1,1
0,1,0,0,0,0,0
1,0,1,0,0,1,1
0,1,0,0,0,0,0
144,181,93,1,1,1,1
0,5,0,0,0,0,0
0,11,4,0,1,0,1
0,2,2,0,1,0,1
0,1,0,0,0,0,0
0,8,0,0,0,0,0
0,16,0,0,0,0,0
36,70,0,1,0,0,1
7,58,49,1,1,1,1
0,7,0,0,0,0,0
0,8,2,0,1,0,1
0,33,0,0,0,0,0
3,20,2,1,1,1,1
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,2,5,0,1,0,1
0,11,1,0,1,0,1
0,0,1,0,0,0,0
13,45,23,1,1,1,1
2,3,0,1,0,0,1
9,15,30,1,1,1,1
2,12,8,1,1,1,1
6,0,0,0,0,0,0
4,3,0,1,0,0,1
0,8,5,0,1,0,1
8,14,9,1,1,1,1
24,26,47,1,1,1,1
0,75,1,0,1,0,1
2,162,112,1,1,1,1
2,0,0,0,0,0,0
0,1,0,0,0,0,0
82,148,147,1,1,1,1
2,3,11,1,1,1,1
6,17,3,1,1,1,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
2,20,4,1,1,1,1
115,437,761,1,1,1,1
1,0,0,0,0,0,0
11,287,92,1,1,1,1
1,2,0,1,0,0,1
5,7,8,1,1,1,1
0,6,0,0,0,0,0
0,5,0,0,0,0,0
0,5,0,0,0,0,0
1,4,11,1,1,1,1
5,77,105,1,1,1,1
0,4,0,0,0,0,0
0,3,1,0,1,0,1
0,385,2,0,1,0,1
0,2,0,0,0,0,0
3,27,0,1,0,0,1
0,1,0,0,0,0,0
0,14,3,0,1,0,1
0,0,16,0,0,0,0
2,0,0,0,0,0,0
0,8,0,0,0,0,0
13,22,2,1,1,1,1
0,53,4,0,1,0,1
20,47,131,1,1,1,1
2,2,0,1,0,0,1
0,16,0,0,0,0,0
308,1720,86,1,1,1,1
0,3,2,0,1,0,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,5,14,0,1,0,1
8,77,0,1,0,0,1
111,49,24,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
1,13,0,1,0,0,1
37,80,20,1,1,1,1
5,84,30,1,1,1,1
3,22,0,1,0,0,1
0,4,0,0,0,0,0
0,1,0,0,0,0,0
2,270,9,1,1,1,1
5,392,11,1,1,1,1
18,88,107,1,1,1,1
0,10,1,0,1,0,1
0,0,1,0,0,0,0
0,1,0,0,0,0,0
0,5,0,0,0,0,0
2,10,2,1,1,1,1
13,46,0,1,0,0,1
1,3,1,1,1,1,1
4,0,0,0,0,0,0
37,32,34,1,1,1,1
0,2,0,0,0,0,0
0,1,0,0,0,0,0
27,60,0,1,0,0,1
25,3,3,1,1,1,1
14,15,13,1,1,1,1
0,5,0,0,0,0,0
230,488,397,1,1,1,1
5,3,0,1,0,0,1
0,9,0,0,0,0,0
0,4,0,0,0,0,0
6,123,188,1,1,1,1
10,11,4,1,1,1,1
0,1,0,0,0,0,0
0,92,8,0,1,0,1
2,16,0,1,0,0,1
11,15,11,1,1,1,1
0,7,0,0,0,0,0
0,0,6,0,0,0,0
0,2,0,0,0,0,0
0,0,9,0,0,0,0
7,17,22,1,1,1,1
1257,1855,1495,1,1,1,1
7,5,0,1,0,0,1
0,4,0,0,0,0,0
8,129,0,1,0,0,1
0,1,0,0,0,0,0
0,2,6,0,1,0,1
10,28,21,1,1,1,1
0,2,0,0,0,0,0
0,3,0,0,0,0,0
0,1,0,0,0,0,0
0,2,2,0,1,0,1
0,10,6,0,1,0,1
0,1,0,0,0,0,0
0,5,1,0,1,0,1
2,23,7,1,1,1,1
0,2,0,0,0,0,0
37,80,20,1,1,1,1
0,6,2,0,1,0,1
3,1,3,1,1,1,1
1,0,0,0,0,0,0
1,24,0,1,0,0,1
0,13,13,0,1,0,1
2,5,7,1,1,1,1
1,4,3,1,1,1,1
1262,1765,1247,1,1,1,1
1,34,2,1,1,1,1
1481,1944,1377,1,1,1,1
2,44,12,1,1,1,1
131,238,65,1,1,1,1
0,7,0,0,0,0,0
1,5,1,1,1,1,1
0,0,7,0,0,0,0
5,113,1,1,1,1,1
15,0,1,0,0,1,1
150,233,169,1,1,1,1
0,4,0,0,0,0,0
2,23,40,1,1,1,1
0,16,0,0,0,0,0
2,6,2,1,1,1,1
125,455,93,1,1,1,1
0,11,0,0,0,0,0
1,3,2,1,1,1,1
2,23,24,1,1,1,1
0,1,21,0,1,0,1
1,0,0,0,0,0,0
9,65,1,1,1,1,1
0,28,0,0,0,0,0
3,0,1,0,0,1,1
4,0,8,0,0,1,1
10,12,60,1,1,1,1
5,0,0,0,0,0,0
35,61,45,1,1,1,1
0,0,1,0,0,0,0
0,3,0,0,0,0,0
45,91,40,1,1,1,1
0,1,7,0,1,0,1
50,42,106,1,1,1,1
102,161,65,1,1,1,1
0,0,2,0,0,0,0
38,71,100,1,1,1,1
2,1,0,1,0,0,1
86,182,0,1,0,0,1
8,32,2,1,1,1,1
66,183,65,1,1,1,1
6,85,1,1,1,1,1
4,15,18,1,1,1,1
0,2,0,0,0,0,0
0,15,0,0,0,0,0
0,7,0,0,0,0,0
0,5,0,0,0,0,0
644,2737,12947,1,1,1,1
0,1,0,0,0,0,0
0,4,4,0,1,0,1
6,5,22,1,1,1,1
0,1,0,0,0,0,0
0,24,0,0,0,0,0
0,1,2,0,1,0,1
0,4,0,0,0,0,0
2,8,18,1,1,1,1
28,22,28,1,1,1,1
13,92,40,1,1,1,1
1,16,0,1,0,0,1
26,11,36,1,1,1,1
40,158,82,1,1,1,1
5,55,0,1,0,0,1
2,11,0,1,0,0,1
0,10,0,0,0,0,0
63,257,105,1,1,1,1
0,9,0,0,0,0,0
0,4,0,0,0,0,0
79,50,74,1,1,1,1
1,18,7,1,1,1,1
2,123,5,1,1,1,1
96,101,104,1,1,1,1
157,155,56,1,1,1,1
1,19,1,1,1,1,1
21,321,5,1,1,1,1
0,1,0,0,0,0,0
0,9,4,0,1,0,1
0,3,0,0,0,0,0
0,21,1,0,1,0,1
0,86,36,0,1,0,1
0,0,8,0,0,0,0
0,2,0,0,0,0,0
0,19,5,0,1,0,1
53,303,47,1,1,1,1
1,3,0,1,0,0,1
10,3,7,1,1,1,1
0,1,0,0,0,0,0
56,219,142,1,1,1,1
0,3,2,0,1,0,1
27,22,70,1,1,1,1
0,5,1,0,1,0,1
0,0,1,0,0,0,0
0,56,0,0,0,0,0
0,9,0,0,0,0,0
4,8,0,1,0,0,1
0,4,2,0,1,0,1
15,20,14,1,1,1,1
3,114,0,1,0,0,1
0,0,2,0,0,0,0
0,3,0,0,0,0,0
34,34,48,1,1,1,1
0,1,2,0,1,0,1
57,82,6,1,1,1,1
0,7,0,0,0,0,0
0,2,0,0,0,0,0
128,197,66,1,1,1,1
30,45,58,1,1,1,1
40,41,14,1,1,1,1
0,1,0,0,0,0,0
0,0,61,0,0,0,0
0,4,0,0,0,0,0
11,16,35,1,1,1,1
193,502,435,1,1,1,1
0,9,3,0,1,0,1
0,17,2,0,1,0,1
0,3,2,0,1,0,1
9,35,0,1,0,0,1
13,17,23,1,1,1,1
0,12,0,0,0,0,0
0,7,1,0,1,0,1
1,8,0,1,0,0,1
0,2,0,0,0,0,0
1,1,1,1,1,1,1
0,4,0,0,0,0,0
6,14,7,1,1,1,1
1,21,22,1,1,1,1
234,542,930,1,1,1,1
0,5,0,0,0,0,0
0,19,32,0,1,0,1
0,1,0,0,0,0,0
0,11,0,0,0,0,0
16,35,0,1,0,0,1
3,36,5,1,1,1,1
0,0,1,0,0,0,0
417,1658,308,1,1,1,1
1,5,0,1,0,0,1
1,34,1,1,1,1,1
2,24,8,1,1,1,1
0,8,0,0,0,0,0
0,2,0,0,0,0,0
0,6,0,0,0,0,0
7,705,1,1,1,1,1
10,300,31,1,1,1,1
0,4,0,0,0,0,0
18,25,4,1,1,1,1
7,73,11,1,1,1,1
273,655,115,1,1,1,1
8,4,0,1,0,0,1
0,6,0,0,0,0,0
0,1,0,0,0,0,0
1,28,6,1,1,1,1
1,26,3,1,1,1,1
116,136,91,1,1,1,1
2,15,39,1,1,1,1
38,58,28,1,1,1,1
7,46,9,1,1,1,1
0,11,12,0,1,0,1
18,176,28,1,1,1,1
3,36,11,1,1,1,1
6,15,0,1,0,0,1
0,0,10,0,0,0,0
9,25,0,1,0,0,1
0,5,0,0,0,0,0
0,1,0,0,0,0,0
2,3,6,1,1,1,1
0,1,0,0,0,0,0
0,2,0,0,0,0,0
2,29,105,1,1,1,1
0,6,3,0,1,0,1
103,288,136,1,1,1,1
60,55,69,1,1,1,1
7,31,7,1,1,1,1
9,13,17,1,1,1,1
8,16,6,1,1,1,1
0,1,0,0,0,0,0
5,62,0,1,0,0,1
0,6,10,0,1,0,1
0,7,0,0,0,0,0
16,14,0,1,0,0,1
8,1,0,1,0,0,1
262,722,287,1,1,1,1
0,2,0,0,0,0,0
0,4,4,0,1,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,21,0,0,0,0,0
1,2,0,1,0,0,1
0,6,0,0,0,0,0
0,1,0,0,0,0,0
2,98,5,1,1,1,1
11,30,11,1,1,1,1
58,91,3,1,1,1,1
0,3,0,0,0,0,0
0,6,0,0,0,0,0
0,2,21,0,1,0,1
0,3,0,0,0,0,0
37,30,22,1,1,1,1
3,4,1,1,1,1,1
41,42,29,1,1,1,1
10,6,0,1,0,0,1
4,11,2,1,1,1,1
10,6,0,1,0,0,1
0,1,6,0,1,0,1
0,4,1,0,1,0,1
8,25,0,1,0,0,1
1,65,28,1,1,1,1
0,2,0,0,0,0,0
0,10,0,0,0,0,0
47,22,8,1,1,1,1
0,4,0,0,0,0,0
91,78,173,1,1,1,1
7,13,5,1,1,1,1
0,4,0,0,0,0,0
44,57,70,1,1,1,1
1209,7406,1842,1,1,1,1
1,4,2,1,1,1,1
8,23,14,1,1,1,1
0,1,0,0,0,0,0
5,6,0,1,0,0,1
2,7,21,1,1,1,1
9,26,0,1,0,0,1
0,1,0,0,0,0,0
0,5,12,0,1,0,1
0,6,0,0,0,0,0
