"Organization","DynCount","FuncCount","DecCount"
Clinical-Genomics,"4","158","68"
clintecker,"6","5","8"
clinton-hall,"57","181","146"
clippercard,"0","1","2"
clipperz,"0","1","1"
clips,"5","108","21"
cliqz-oss,"5","19","1"
clld,"23","124","36"
CLLKazan,"16","79","30"
clobrano,"0","1","2"
closeio,"58","191","70"
cloud-ark,"0","5","6"
Cloud-CV,"3","6","14"
cloud4rpi,"1","3","6"
cloudaice,"13","8","6"
cloudant,"4","30","35"
cloudbase,"31","92","37"
CloudBotIRC,"6","112","1"
cloudburst,"0","1","8"
cloudendpoints,"8","60","28"
cloudenvy,"3","6","33"
cloudera,"180","1068","868"
cloudfoundry,"18","27","10"
CloudHeads,"1","4","7"
CloudI,"10","21","2"
cloudify-cosmo,"80","390","634"
cloudify-incubator,"8","3","31"
cloudnativelabs,"0","1","3"
cloudnautique,"6","47","87"
cloudnull,"2","5","9"
cloudpassage,"0","6","50"
cloudregistry,"0","9","2"
cloudsigma,"28","54","38"
cloudtools,"14","15","28"
cloudviz,"70","156","2"
cloudyuga,"0","3","3"
Cloudzero,"1","123","15"
CloverHealth,"67","66","22"
cltk,"21","91","9"
cltl,"0","70","1"
clubadm,"1","1","20"
clubcapra,"14","51","92"
ClubCedille,"0","2","8"
clusterfudge,"1","8","25"
ClusterHQ,"10","11","3"
ClusterLabs,"43","531","130"
clusterlib,"5","6","4"
clusterpy,"1","30","6"
clusto,"8","41","12"
clutchio,"13","19","29"
cmaclell,"6","212","1"
cmacmackin,"6","13","49"
cmancone,"6","29","47"
cmap,"4","23","9"
cmars,"14","55","2"
cmatteri,"0","3","2"
cmaugg,"18","4","5"
cmbruns,"0","2","3"
cmcpasserby,"4","8","1"
cmcqueen,"0","12","3"
cmd-johnson,"0","10","9"
cmheisel,"14","78","35"
cmjatai,"70","63","34"
cmmorrow,"5","99","99"
cmry,"18","50","5"
cmspsgp31,"10","33","27"
cmu-db,"14","50","113"
cmu-delphi,"0","41","35"
cmusatyalab,"31","36","38"
cmutel,"3","37","5"
cn-app-registry,"15","26","143"
cnelsonsic,"2","5","2"
cnjack,"0","3","1"
cnobile2012,"21","27","3"
CNR-Engineering,"3","68","4"
CNS-OIST,"2","8","48"
cnsoft,"188","212","103"
cnu,"0","1","1"
CNugteren,"0","59","1"
co,"0","52","32"
co-ment,"28","22","6"
coagulant,"9","27","29"
coala,"45","383","325"
coast-team,"0","7","6"
Coaxis-ASP,"3","9","14"
cobalt-uoft,"0","23","77"
cobbler,"4","15","1"
Cobliteam,"2","2","9"
coblo,"1","17","27"
cobrateam,"28","30","67"
CobwebOrg,"25","30","33"
cocagne,"28","149","32"
cocaine,"19","364","126"
cockpit-project,"2","23","3"
cockroach,"0","4","4"
cocrawler,"0","33","11"
coddingtonbear,"46","54","66"
code4romania,"1","47","18"
Code4SA,"20","180","119"
codebom,"6","23","11"
codebrainz,"5","13","5"
codedstructure,"9","27","13"
codeenigma,"0","1","5"
codefisher,"0","27","4"
CodeFN,"0","8","4"
CodeForAfrica,"9","26","32"
codeforamerica,"37","118","64"
codeforboston,"19","113","54"
codefordc,"6","27","1"
CodeforHawaii,"0","8","1"
CodeForPoznan,"2","6","34"
codehacken,"0","3","1"
codeif,"0","1","1"
codeinn,"9","35","25"
codeinthehole,"7","27","2"
codeka,"0","11","5"
codekansas,"6","79","6"
codekoala,"5","6","2"
codelieche,"13","28","30"
codelovin,"0","47","2"
codelucas,"0","2","4"
codelv,"19","94","30"
CodeNameGhost,"21","209","14"
Coder-Yu,"0","2","2"
coderanger,"7","11","22"
CoderBotOrg,"1","8","42"
CoderBounty,"0","1","3"
CoderDojoTC,"0","1","7"
CodeReclaimers,"32","54","11"
coderfly,"6","3","4"
coderholic,"27","7","21"
coderiot,"1","2","1"
coders4help,"9","20","22"
CodersOfTheNight,"6","18","53"
codesardine,"0","2","11"
codeshard,"0","1","11"
codesmart-co,"1","12","59"
codesociety,"0","1","2"
codesy,"3","6","2"
CodeTeam,"5","5","4"
codewarrior0,"5","7","6"
codexns,"14","2","11"
CodeYellowBV,"46","38","17"
CodigoSur,"59","62","14"
codilime,"7","35","20"
CodingCrush,"0","2","3"
CodingForCookies,"5","17","19"
codingforentrepreneurs,"3","7","13"
codingisacopingstrategy,"0","18","1"
codingjoe,"10","20","20"
codingo,"0","3","2"
codl,"13","15","24"
CodyKochmann,"2","3","15"
codyparker,"0","2","6"
codysoyland,"1","20","3"
coffeemakr,"7","7","16"
cogeorg,"25","511","63"
cogitare-ai,"5","25","20"
Cognexa,"16","49","40"
cogniteam,"2","4","1"
cognitect,"3","16","87"
CognitionGuidedSurgery,"14","46","104"
cogu,"6","17","43"
coinbase,"13","2","5"
coinkite,"1","5","11"
CoinProjects,"0","19","2"
coiot-ble,"22","13","53"
colab,"37","19","20"
colab-chat,"3","3","9"
coldezera,"0","4","2"
coldfix,"15","135","64"
coldfog,"0","1","1"
cole,"9","19","21"
coleifer,"62","229","84"
ColinDuquesnoy,"1","2","4"
colinhiggs,"7","9","5"
colinhoglund,"0","11","2"
colinhowe,"1","5","2"
colinmorris,"3","2","4"
coll-gate,"25","28","56"
collab-project,"1","1","1"
CollasLab,"0","16","9"
coloft,"2","25","2"
ColonelThirtyTwo,"1","4","2"
colonyhq,"2","11","18"
ColoradoSchoolOfMines,"1","15","26"
Colorbleed,"2","11","1"
Colorsublime,"0","4","8"
colour-science,"0","11","16"
ColtonProvias,"5","16","2"
columbia,"0","13","15"
ColumbiaSC-Tech,"1","14","2"
combust,"75","14","22"
CometVisu,"0","8","3"
comger,"0","16","3"
comic,"16","80","67"
commaai,"20","119","95"
common-workflow-language,"14","71","55"
commoncrawl,"0","27","1"
Commonists,"0","1","1"
CommonsDev,"0","47","11"
commonsearch,"9","63","1"
commonsense,"20","79","34"
commontk,"1","4","2"
commonwealth-of-puerto-rico,"23","38","9"
CommunityHoneyNetwork,"0","7","12"
commx,"1","4","1"
comoga,"1","2","2"
comp-imaging,"10","100","8"
ComparativeGenomicsToolkit,"4","61","8"
compas-dev,"32","625","343"
compbiol,"0","54","10"
compgeog,"0","20","2"
comphist,"0","20","2"
CompileInc,"3","13","25"
CompLab-StonyBrook,"2","32","2"
CompPhysics,"7","6","7"
CompSciCabal,"0","17","12"
compsoc-ssc,"0","7","7"
compunova,"7","13","13"
ComputerScienceHouse,"1","61","31"
comstud,"10","3","3"
comtihon,"0","23","151"
comynli,"5","4","5"
conan-io,"51","292","410"
conbus,"0","2","54"
concentricsky,"87","50","69"
Conchylicultor,"3","7","24"
conchyliculture,"0","1","3"
concordusapps,"4","9","4"
concretecloud,"0","1","1"
concurrence,"20","20","25"
conda,"12","54","81"
conda-forge,"0","39","5"
condemil,"2","3","1"
condograde,"0","15","1"
conferency,"0","24","11"
confluentinc,"0","1","21"
congredi,"0","24","15"
conjure-up,"22","55","68"
conlamon,"0","3","3"
Connectify,"0","1","1"
connectome-ai,"0","2","10"
connectordb,"0","4","3"
Connexions,"10","43","30"
ConnorDillon,"0","13","9"
conorsch,"0","15","3"
ConPaaS-team,"11","173","12"
consbio,"48","105","19"
ConsenSys,"2","9","3"
ConstantineLignos,"0","15","14"
ConstantinT,"0","5","5"
ConstellationApps,"0","2","8"
constverum,"1","12","18"
consultit,"0","4","1"
contains-io,"10","22","6"
ContextLab,"8","186","7"
ContextLogic,"0","2","2"
ContinuumIO,"68","305","87"
Contraz,"29","44","58"
control-center,"0","5","2"
controversial,"22","22","45"
conversationai,"6","305","16"
convexengineering,"3","13","1"
conwetlab,"19","14","14"
cookbrite,"4","10","4"
cookkkie,"19","44","40"
cool-RR,"0","10","4"
cooldome,"1","6","2"
CoolProp,"2","152","1"
cooncesean,"0","2","1"
cooox,"0","3","5"
cooperative-computing-lab,"31","69","12"
cooperlees,"0","3","1"
coopie,"1","21","6"
copitux,"16","5","17"
coq,"2","18","1"
coquelicot,"0","13","5"
corakwue,"12","40","70"
cordery,"3","10","11"
cordmata,"2","2","48"
CORE-GATECH-GROUP,"26","55","72"
coreboot,"2","12","2"
coreGreenberet,"0","13","7"
coremind-oss,"18","16","80"
CoreSecurity,"11","72","44"
cornell-brg,"25","125","107"
cornell-cup,"0","3","2"
corochann,"0","6","5"
CorralPeltzer,"0","5","2"
cortesi,"46","61","43"
corydodt,"11","9","31"
cosarara97,"5","28","4"
cosmicBboy,"3","13","8"
CosmicFish,"0","7","1"
cosminbasca,"1","38","16"
cosmir,"0","8","13"
cosmo-ethz,"24","73","41"
cosmoharrigan,"11","21","2"
CospanDesign,"0","419","45"
Cospel,"0","2","4"
cossacklabs,"0","2","1"
costastf,"1","4","20"
costela,"0","6","3"
costular,"1","1","5"
cosven,"19","62","131"
couchapp,"11","10","3"
couchbase,"58","167","330"
CouchPotato,"68","746","66"
counsyl,"1","4","10"
countergram,"0","2","3"
CounterpartyXCP,"5","46","1"
CountZer0,"26","1","3"
COUR4G3,"0","2","2"
cournape,"69","259","47"
coursera,"1","17","35"
coursera-dl,"3","25","12"
Covata,"0","6","7"
coveralls-clients,"5","2","10"
coxley,"1","8","2"
coyotevz,"5","5","3"
cpacia,"1","14","1"
cpavlina,"2","4","11"
cpburnz,"2","13","15"
cpchrispye,"6","18","21"
cpcloud,"6","7","7"
cpenv,"4","11","19"
cpfair,"8","70","30"
CPFL,"2","55","7"
cpitclaudel,"3","11","8"
cprogrammer1994,"8","15","195"
CptMonac,"1","6","2"
cptx032,"1","1","22"
cqcarrow,"3","5","10"
cqlengine,"11","34","68"
cqse,"0","4","2"
CQuIC,"0","20","4"
cr0hn,"0","21","3"
crackinglandia,"0","4","7"
craffel,"0","93","30"
craft-ai,"1","82","53"
craftr-build,"1","14","4"
craigcabrey,"1","3","6"
craiglabenz,"25","14","13"
craigslist,"3","1","3"
crainiarc,"2","8","2"
craneworks,"20","29","8"
cranklin,"1","19","35"
crappycrypto,"0","4","5"
Crapworks,"1","1","1"
crashtua,"2","2","24"
crate,"6","66","32"
CraveFood,"6","9","1"
craws,"89","58","158"
crccheck,"6","12","9"
crcollins,"2","128","35"
crdoconnor,"8","43","26"
creafz,"0","9","4"
creare-com,"0","2","2"
creativecommons,"4","34","7"
CreditEaseDBA,"5","11","3"
crestify,"0","4","17"
crestonbunch,"0","22","3"
crflynn,"0","8","8"
CRImier,"2","109","34"
criptych,"2","1","9"
crispab,"1","1","3"
cristianoliveira,"0","3","10"
criteo,"12","60","29"
crlane,"4","6","20"
crm416,"0","46","7"
cro-ki,"1","8","12"
croach,"15","4","6"
crobinso,"0","16","2"
CroceRossaItaliana,"33","56","118"
CroissanceCommune,"99","255","327"
Crompulence,"1","7","2"
croneter,"6","25","60"
croscon,"20","18","20"
crossbario,"31","627","349"
crossroadchurch,"56","52","40"
crossroads1112,"0","3","1"
crosswalk-project,"19","100","59"
crowd4u,"0","3","6"
crowdhorn,"0","2","1"
crowdresearch,"15","16","13"
CrowdTruth,"0","25","4"
Crowndev,"0","24","2"
crowsonkb,"5","3","4"
croxis,"0","6","1"
crpurcell,"0","12","7"
crs4,"36","121","86"
cruatta,"0","3","1"
crunchmail,"49","61","56"
crustymonkey,"0","6","2"
crutchcorn,"2","18","1"
CruzR,"0","4","1"
crvv,"0","2","1"
Crypt0s,"5","11","3"
crypt3lx2k,"0","5","20"
cryptape,"2","4","2"
cryptapus,"5","86","17"
cryptk,"11","26","41"
CryptoExperts,"0","10","35"
cs-au-dk,"29","160","94"
cs-chan,"3","8","9"
cs01,"0","2","3"
csaftoiu,"3","15","3"
csb-toolbox,"3","74","178"
csbok,"0","4","1"
cscanlin,"0","24","18"
CSCfi,"0","8","12"
cschenck,"24","95","34"
cschwede,"1","2","5"
CSD-Public,"4","11","22"
csdms,"33","40","185"
cseed,"0","9","2"
cshallue,"4","182","40"
csieg,"25","10","2"
csirtgadgets,"9","90","22"
CSIS,"3","13","2"
csixteen,"0","34","14"
csko,"0","10","1"
cslarsen,"7","65","55"
csm-aut,"3","13","64"
csparpa,"0","77","74"
css-lucas,"0","197","5"
CSSCorp,"2","6","27"
cstarcher,"0","4","13"
cstein,"0","8","1"
cstrap,"0","1","8"
csurfer,"1","26","4"
csuzhangxc,"0","3","29"
csxeba,"0","27","62"
csyhhu,"0","9","1"
ctcampbell,"17","17","8"
CTFd,"7","29","170"
ctgk,"7","20","27"
cthoyt,"0","5","6"
CthulhUzzz,"0","1","1"
ctmarinas,"24","80","72"
CTPUG,"41","110","68"
ctripcorp,"37","84","141"
CtrlC-Root,"7","10","84"
ctsit,"32","108","61"
CTSNE,"62","85","54"
ctu-yfsg,"0","5","12"
ctuning,"1","8","5"
ctxis,"16","16","16"
cuauv,"53","475","83"
CubeBrowser,"2","15","8"
CubexX,"0","3","42"
CubicERP,"47","220","12"
Cubitect,"0","74","14"
cucumber,"4","20","33"
cuda-networks,"7","10","14"
cuducos,"1","30","26"
Cue,"6","11","5"
cuemacro,"6","11","60"
CUFCTL,"2","26","9"
culturagovbr,"18","7","1"
CulturePlex,"0","2","1"
CumulusNetworks,"18","30","81"
cupy,"94","110","19"
curaloucura,"3","6","1"
cureatr,"0","25","8"
curita,"2","39","34"
Curlybear,"0","4","1"
CurrencyCloud,"0","21","25"
curtacircuitos,"8","21","24"
curtiswest,"0","21","21"
cuttlesoft,"1","6","4"
cversek,"1","1","1"
cvjena,"0","77","13"
cvlab-epfl,"0","2","2"
cvmfs,"0","3","4"
cvondrick,"0","29","11"
cvsuser-chromium,"9","125","56"
CvvT,"12","9","5"
cvxgrp,"0","34","3"
cvxopt,"0","25","1"
cvzi,"3","14","4"
cwacek,"19","21","15"
cwade,"4","15","3"
cwant,"1","15","3"
CWatM,"5","5","1"
cwehmeyer,"0","1","4"
cwh1te,"2","6","2"
cwi-dis,"26","13","6"
CWSL,"0","9","4"
CxAalto,"10","80","27"
cxong,"0","20","4"
cxx-hep,"12","5","2"
cyanfish,"3","75","12"
cyanogen,"55","34","103"
Cyber-Neuron,"0","1","3"
cyberdb,"7","3","2"
cyberdelia,"15","33","68"
cyberden,"82","329","110"
cyberjunky,"3","5","78"
Cyberjusticelab,"0","41","33"
CyberReboot,"0","2","17"
CybOXProject,"12","18","64"
cydrobolt,"0","2","3"
CygnusNetworks,"0","9","1"
cykl,"2","13","7"
CylanceSPEAR,"1","1","1"
cylc,"38","86","102"
Cymmetria,"0","3","3"
cynapse,"46","30","19"
cyphar,"2","12","1"
cypreess,"19","9","28"
cyrbil,"0","10","1"
CyrilWaechter,"7","16","14"
cyrus-,"10","22","138"
CyrusBiotechnology,"0","3","7"
Cysu,"2","26","4"
cytomine,"12","43","32"
CZ-NIC,"13","150","85"
czardoz,"2","5","1"
czbiohub,"1","55","14"
czcorpus,"58","189","149"
czhu95,"4","37","16"
czhuang,"0","16","10"
Czxck001,"6","13","7"
d,"0","40","3"
D-L,"0","7","39"
D-PLACE,"3","28","5"
d-qoi,"0","7","15"
d-Rickyy-b,"0","3","14"
D-X-Y,"0","1","2"
d0c-s4vage,"13","39","14"
d0u9,"0","4","15"
d0ugal,"2","17","8"
d0ugal-archive,"1","1","2"
d10genes,"1","49","4"
d120,"10","25","63"
d2207197,"0","1","3"
D3DeFi,"13","12","2"
d42,"0","2","2"
D4D3VD4V3,"0","5","7"
daa84,"0","7","2"
daajoe,"0","17","2"
daanmichiels,"0","17","7"
Daanvdk,"11","25","4"
dabeaz,"11","4","1"
Dabz,"1","13","65"
dadadel,"0","7","4"
dadosgovbr,"0","4","3"
daeilkim,"77","85","30"
daeyun,"0","5","26"
daftscience,"0","7","8"
daftshady,"22","15","38"
dag,"26","24","20"
daggaz,"5","18","2"
dagon666,"0","11","3"
dagoof,"6","2","2"
dagwieers,"2","43","6"
dahlia,"27","63","61"
dailymuse,"6","16","4"
dairiki,"11","2","3"
DaisukeMiyamoto,"0","5","12"
DaKnOb,"5","55","16"
dakotabenjamin,"0","6","3"
DakotaNelson,"0","16","4"
dakrauth,"1","15","3"
dalejung,"10","8","3"
dalemyers,"0","10","20"
daler,"10","55","23"
dali-ml,"3","43","7"
Dallinger,"7","64","48"
daltonmatos,"10","6","2"
DamCB,"8","98","93"
damianmoore,"5","15","6"
damirazo,"0","5","2"
DamnWidget,"6","40","37"
damoti,"8","34","30"
DaMSL,"0","14","5"
damsonn,"0","1","1"
dan-stone,"14","54","14"
danallan,"2","6","13"
DanAurea,"0","7","6"
danawoodman,"0","1","1"
danbar,"1","17","10"
danbradham,"7","32","36"
DANCEcollaborative,"8","4","3"
danchal,"0","2","2"
dancingcactus,"5","10","19"
Dancovich,"0","37","10"
dandb,"0","5","3"
dandxy89,"0","4","10"
DandyDev,"33","14","19"
daneoshiga,"2","2","2"
DanePubliczneGovPl,"0","1","5"
danfairs,"23","2","3"
danfeiX,"0","13","10"
danfengcao,"0","11","1"
Dangetsu,"22","145","223"
dani0805,"7","30","68"
danidee10,"0","9","5"
daniel-de-vries,"4","14","44"
daniel-dsouza,"0","3","2"
daniel-j-h,"0","12","6"
DanielAndreasen,"0","19","1"
DanielArnett,"0","5","9"
danieldiekmeier,"5","1","21"
danielecook,"36","52","28"
danielepantaleone,"3","87","89"
danielfrg,"354","136","466"
danielgtaylor,"9","5","3"
danielhers,"22","297","71"
danielholmstrom,"36","15","2"
danielhrisca,"4","30","4"
danieljl,"4","85","31"
daniellee219,"2","5","2"
danielnyga,"13","148","49"
DanielOaks,"4","5","14"
danielperna84,"0","4","3"
danielplohmann,"1","31","13"
danielquinn,"11","38","51"
DanielSlater,"0","70","4"
DanielStutzbach,"6","27","1"
danieltahara,"0","1","3"
danielyule,"9","172","36"
DanielZa2,"0","19","14"
daniil-omelchenko,"0","3","4"
danijar,"8","66","45"
danijel3,"0","2","2"
DaniLabs,"0","29","52"
danilobellini,"55","189","35"
danionescu0,"0","2","7"
danirus,"9","7","8"
danjac,"1","15","40"
danjamker,"0","48","2"
danleyb2,"1","1","10"
dannykopping,"2","13","3"
danpaquin,"1","11","2"
danpetrikin,"4","3","3"
danpoland,"40","18","13"
danrg,"2","7","4"
dansanderson,"15","9","17"
dansbecker,"0","41","1"
DanteLore,"0","15","6"
dantezhu,"2","3","25"
danux,"0","7","3"
danvk,"0","38","15"
DaoCloud,"3","28","12"
daphnei,"9","60","7"
Dapid,"0","2","4"
dapper91,"0","8","10"
daq-tools,"10","17","19"
DaRasch,"0","211","31"
darbula,"5","3","29"
darcamo,"0","14","22"
daremon,"0","15","3"
dArignac,"12","8","3"
DarioI,"1","5","2"
darius,"16","163","7"
dariusbakunas,"1","5","49"
dark-lbp,"1","56","27"
darkbuck,"0","13","1"
DarkEnergySurvey,"8","23","19"
darkfeline,"3","33","17"
DarkMio,"3","4","3"
Darkness4,"0","2","6"
DarkSand,"4","73","27"
DarkSector,"0","2","1"
darkwallet,"0","10","15"
darothen,"1","58","13"
darrellsilver,"6","59","25"
darth-dodo,"0","3","1"
DarthMaulware,"222","426","101"
darvid,"7","11","4"
darwin4031,"20","19","21"
dashpay,"11","248","54"
dashscar,"7","3","1"
dashwav,"2","20","2"
dask,"31","69","10"
daskol,"0","2","7"
daskos,"3","63","6"
dasmith,"15","13","1"
Dasoccerguy,"0","3","1"
dat,"0","2","2"
data-8,"3","54","23"
data-exp-lab,"0","9","1"
data-refinery,"1","8","3"
dataarts,"8","12","19"
DataBiosphere,"7","12","35"
databricks,"11","203","87"
databricks-edu,"0","16","2"
datacats,"1","7","6"
datacratic,"7","16","5"
datactive,"0","11","1"
datadesk,"46","32","33"
DataDog,"153","530","274"
datadvance,"7","14","43"
dataflow,"5","25","6"
datafolklabs,"49","23","41"
datagovsg,"0","1","1"
datahuborg,"5","38","52"
datajoint,"12","55","94"
datakortet,"0","5","1"
datalogai,"1","53","24"
datamachine,"18","15","43"
datamade,"12","124","35"
DataMedSci,"0","8","10"
datamicroscopes,"9","96","5"
DataONEorg,"51","224","12"
dataplumber,"20","165","59"
DatapuntAmsterdam,"0","20","11"
DataReply,"4","10","7"
datasciencebr,"7","104","59"
DataSciencePolimi,"1","13","1"
datascopeanalytics,"3","46","6"
datasift,"10","7","48"
datasnakes,"9","58","9"
DataSoft,"16","6","8"
datastax,"24","137","188"
datastore,"8","13","20"
dataversioncontrol,"9","69","91"
DataViva,"51","88","99"
datawire,"28","517","128"
Datera,"3","32","9"
datitran,"0","15","1"
datosgobar,"3","32","29"
datreant,"1","17","9"
daumann,"5","5","1"
daureg,"10","263","4"
Dav1dde,"3","16","23"
dave-tucker,"8","63","1"
daveagp,"1","7","4"
DaveBackus,"0","11","2"
davebshow,"0","48","27"
davedoesdev,"48","20","1"
daveisadork,"6","12","23"
davelab6,"11","17","58"
DaveMDS,"16","67","40"
davenquinn,"3","61","24"
daveoncode,"1","4","8"
davesnowdon,"11","11","22"
davesproson,"0","7","1"
davesque,"7","6","15"
davesteele,"5","54","15"
david-abel,"1","130","9"
david-caro,"6","6","6"
david-cattermole,"0","6","13"
david-hoffman,"3","3","1"
david-zwicker,"3","18","22"
david415,"4","1","6"
david942j,"0","2","3"
davidalber,"0","10","1"
davidam,"24","254","27"
davidar,"0","9","5"
davidastephens,"0","3","11"
davidblus,"0","37","4"
DavidCain,"10","70","94"
davidchua,"2","3","1"
daviddrysdale,"1","58","30"
davide-romanini,"7","12","9"
davidecaminati,"19","20","2"
davidedg,"0","1","2"
davidedmundson,"5","16","10"
davidemms,"0","39","2"
davidenunes,"4","15","4"
DavidFnck,"0","3","1"
davidfoerster,"16","18","19"
davidfraser,"0","15","3"
davidgardenier,"6","14","1"
davidgasquez,"0","6","2"
davidh-ssec,"25","69","22"
davidhamann,"0","6","4"
davidhuser,"1","23","2"
davidimprovz,"0","3","2"
davidjrichardson,"0","7","15"
davidmalcolm,"72","102","30"
davidmcclure,"0","9","2"
davidmogar,"2","16","15"
DavidObando,"4","39","2"
davidoren,"21","21","6"
davidparks21,"6","8","3"
DavidPowell,"9","60","12"
davidrobles,"8","30","5"
davidrpugh,"1","6","57"
davidsandberg,"0","6","2"
davidvilla,"15","16","2"
davidvuong,"0","6","31"
DavidWhittingham,"11","52","33"
davidwhogg,"0","14","3"
DavidWittman,"0","6","4"
davits,"0","4","2"
davmre,"0","47","23"
davy39,"135","216","8"
DazWorrall,"0","2","3"
dbader,"1","6","5"
dbaelz,"0","1","29"
dbarrosop,"21","13","1"
dbaty,"2","20","2"
dbcli,"14","148","56"
dbcollection,"2","90","2"
dbindel,"4","18","2"
dbishai,"0","16","5"
dbkaplan,"16","4","9"
dblalock,"0","36","1"
DBLobster,"0","1","21"
dbobrenko,"5","26","35"
dboissier,"0","27","14"
dbr,"1","19","11"
dbrattli,"7","251","75"
dbravender,"1","29","7"
dbrgn,"6","35","3"
DBuildService,"0","6","1"
dceoy,"0","21","1"
dchad,"0","5","2"
dchaplinsky,"4","17","11"
dchirikov,"2","8","2"
dcos,"14","150","35"
dcosson,"2","10","3"
dcramer,"189","149","44"
dcrosta,"6","6","3"
dcwangmit01,"0","27","32"
dcwatson,"5","1","1"
ddahlmeier,"0","13","2"
ddemidov,"0","7","2"
dderevjanik,"0","5","28"
ddexnet,"0","14","14"
ddf-project,"0","19","11"
ddiazpinto,"3","1","4"
ddnet,"1","3","6"
ddserver,"4","11","8"
ddtm,"1","10","4"
de-tour,"9","11","5"
de3sw2aq1,"0","9","3"
deadc0de6,"6","16","11"
dealertrack,"15","12","4"
dean0x7d,"39","57","52"
deanishe,"34","107","85"
deanmalmgren,"2","12","14"
DEAP,"6","174","7"
DearBytes,"3","11","9"
Deathangel908,"12","22","30"
deavid,"3","9","4"
debasishm89,"1","10","18"
Debian,"14","177","123"
Debith,"43","31","113"
debojitkakoti,"0","2","16"
debrouwere,"9","31","58"
debtcollective,"0","4","3"
debugger22,"7","9","8"
debugtalk,"17","11","11"
DebVortex,"0","3","4"
decentfox,"6","116","18"
deceze,"2","1","52"
deckmon,"0","2","1"
declension,"4","20","9"
dedeco,"2","1","3"
DeDop,"10","12","52"
dedupeio,"11","120","22"
deep-compute,"6","5","1"
deepakkumar1984,"29","91","15"
deepchem,"1","309","39"
deepgram,"18","223","125"
deepinsight,"11","99","14"
deepjets,"0","16","1"
deeplearning4j,"19","33","63"
deeplycloudy,"6","61","18"
deepmind,"157","703","413"
Deepomatic,"2","5","6"
deeponion,"4","40","3"
deepserket,"0","1","1"
deepsound-project,"6","14","3"
deepthawtz,"0","10","5"
DeepVisionTeam,"0","31","6"
Deepwalker,"9","72","1"
deeuu,"0","2","4"
default-to-open,"1","8","9"
defaultnamehere,"2","6","1"
DefaultUser,"0","11","28"
defrex,"6","1","3"
defunkt,"5","5","2"
deginner,"0","5","31"
DEIB-GECO,"0","20","37"
deibit,"0","4","18"
Deimos,"1","5","4"
Dejust,"0","2","2"
DEKHTIARJonathan,"1","5","3"
dekoza,"11","9","29"
delapuente,"2","2","1"
delete,"0","8","8"
delfick,"27","46","25"
deliveryhero,"27","68","57"
dellsystem,"2","20","12"
delmic,"73","126","122"
delneg,"1","4","2"
delph-in,"35","161","27"
delta2323,"2","8","3"
Deltares,"7","13","27"
deluxghost,"1","8","8"
delvelabs,"8","34","12"
delwink,"0","1","5"
DeMaCS-UNICAL,"15","10","29"
demianbrecht,"5","9","8"
demianw,"11","32","8"
DeMille,"17","12","19"
demisto,"7","110","20"
democraciaconcodigos,"0","3","13"
DemocracyClub,"83","229","108"
DemocracyLab,"7","19","10"
DemokratieInBewegung,"9","12","10"
demux,"0","12","13"
Den1al,"0","10","14"
denfromufa,"0","2","2"
denik,"13","28","25"
DenisCarriere,"2","30","589"
denisenkom,"20","83","202"
denismo,"4","1","6"
DenisTome,"0","1","9"
deniszh,"0","2","1"
Denon,"0","6","4"
Dentosal,"2","119","197"
Denvi,"19","8","6"
deontologician,"3","9","3"
deonwu,"11","6","1"
Depado,"2","14","16"
deplicate,"0","16","8"
deployed,"4","5","2"
depop,"0","4","4"
depp,"5","29","2"
DepthDeluxe,"0","5","4"
der-michik,"2","24","71"
derdav3,"1","29","27"
derekjchow,"11","146","31"
DerekSelander,"1","12","1"
dereneaton,"0","65","2"
derfenix,"2","9","4"
derricw,"1","2","5"
DerThorsten,"1","36","5"
derv82,"1","16","65"
desbma,"2","11","9"
deschler,"7","6","3"
desec-io,"8","19","17"
desecho,"0","11","16"
Desenho-2-2017,"0","1","2"
DesertBot,"4","82","23"
DesertBus,"2","4","1"
designforsf,"0","2","1"
desihub,"4","150","49"
deskchanproject,"0","4","52"
deslum,"0","2","5"
DessimozLab,"4","20","15"
DestructHub,"0","94","31"
deter-project,"27","14","21"
dev-zero,"1","27","3"
DeV1doR,"8","6","43"
dev7355608,"1","27","1"
DevangS,"0","21","17"
devartis,"0","1","2"
devassistant,"24","47","55"
Devbit,"0","11","3"
devdri,"9","9","41"
develersrl,"0","6","7"
developmentseed,"0","15","12"
devexp-db,"5","9","3"
devgc,"5","2","5"
DeviationTX,"0","22","1"
devicehive,"8","22","87"
devilry,"70","126","183"
DevInsideYou,"0","28","1"
devops-coop,"0","4","7"
devopshq,"42","60","13"
devsisters,"4","29","11"
devsnd,"15","59","47"
DevTable,"0","9","12"
devth,"0","1","1"
devunt,"5","14","32"
deweylab,"2","14","5"
DexGroves,"0","11","7"
dezede,"55","101","97"
dfdeshom,"1","1","1"
dfm,"43","115","65"
DFO-Ocean-Navigator,"38","69","44"
dftlibs,"0","3","1"
dfunckt,"17","6","34"
Dgabay2015,"0","2","5"
dgasmith,"6","101","7"
dgelessus,"15","9","1"
dggreenbaum,"0","3","8"
dgilland,"56","29","56"
dgk,"24","19","25"
dgketchum,"1","6","8"
dgoodwin,"1","9","7"
dgorissen,"11","11","12"
dgovil,"0","4","12"
dgraph-io,"0","3","2"
dgrtwo,"0","1","2"
dguerizec,"0","13","2"
dhadfieldmenell,"0","3","1"
dhamarmulia,"0","1","5"
