"Organization","DynCount","FuncCount","DecCount"
EliotBerriot,"40","72","62"
elisska,"1","1","0"
Elizaveta239,"4","1","0"
eljost,"22","236","37"
elkeschaper,"16","42","1"
ella,"27","34","5"
ellethee,"8","20","14"
elliottd,"1","58","0"
ElliotTheRobot,"8","21","30"
ellipses,"2","8","0"
elliptic-shiho,"22","49","6"
ellisonbg,"12","40","29"
ellisonleao,"8","1","1"
elliterate,"22","109","205"
ellmetha,"25","69","39"
ellonweb,"25","45","118"
elmar-peise,"2","31","0"
elmeunick9,"15","10","8"
elmopl,"3","3","0"
ElofssonLab,"1","6","0"
elParaguayo,"3","45","6"
elsantodel90,"1","11","5"
ElsevierDev,"1","5","28"
elsigh,"31","130","80"
elsonidoq,"4","30","26"
elsys,"2","2","4"
eltonlaw,"6","11","23"
emacsway,"56","29","73"
emakarov,"1","1","3"
emanlove,"8","21","2"
embali,"4","2","22"
EmbodiedCognition,"9","11","12"
embotech,"2","19","0"
embray,"24","9","0"
emc-openstack,"58","112","1300"
emcastillo,"2","8","0"
EmergentSystemLabStudent,"1","55","24"
emersion,"1","1","0"
EmersonElectricCo,"1","1","0"
emesene,"80","178","145"
EmilStenstrom,"8","57","8"
emilybache,"12","17","16"
emirot,"4","98","2"
emjemj,"2","1","13"
emory-libraries,"17","84","44"
emre,"5","5","14"
EMS-TU-Ilmenau,"8","32","7"
Emsu,"1","7","0"
emtpb,"2","2","2"
emulbreh,"1","5","0"
encbladexp,"1","6","13"
Enchufa2,"1","6","0"
encode,"2","23","0"
ENCODE-DCC,"31","343","95"
Encrylize,"1","2","0"
encukou,"1","1","0"
endlessm,"843","2970","2706"
endlos99,"1","30","0"
endolith,"2","2","0"
endreman0,"34","91","42"
enen92,"6","3","23"
Enether,"7","29","7"
EnigmaCurry,"4","4","0"
enigmampc,"29","184","247"
enkimute,"2","7","7"
enkore,"47","66","47"
enriquepablo,"16","16","15"
Ensembl,"7","5","0"
Ensembles,"96","152","349"
Enterprise-Content-Management,"3","26","3"
enthought,"23","136","67"
EntilZha,"6","23","1"
ento,"1","62","18"
entropy1337,"63","184","3"
Enucatl,"1","27","0"
environmentalscience,"20","21","10"
envytools,"5","2","2"
enzanki-ars,"1","6","0"
eomahony,"8","222","0"
eonpatapon,"17","74","43"
EOSIO,"1","2","27"
eoyilmaz,"6","32","124"
epage,"6","15","16"
epam,"6","82","69"
epfl-idevelop,"8","29","85"
EPFL-LCN,"2","5","0"
EPFL-LCSB,"20","59","37"
epfl-lts2,"14","63","10"
epinna,"27","73","2"
epio,"1","1","0"
epiphyte,"3","8","0"
epiqc,"21","73","0"
EPITECH-2022,"1","3","4"
eppye-bots,"2","14","0"
epruesse,"18","114","31"
epsy,"11","43","34"
epuzanov,"3","1","0"
eqcorrscan,"4","105","19"
eqrx,"4","72","36"
erasche,"16","14","4"
ercpe,"13","47","26"
erdbeere,"1","4","6"
erdc,"8","828","76"
erdem,"22","8","14"
erdewit,"14","15","15"
ErDmKo,"1","123","25"
Erechtheus,"11","12","22"
eregs,"30","316","79"
ErenTD,"1","11","10"
eReuse,"2","9","15"
erezsh,"31","114","21"
ergo,"13","34","124"
ErgoDox-EZ,"6","12","3"
ergoithz,"21","67","27"
ergonomica,"7","104","0"
ergs,"3","81","7"
eric-haibin-lin,"2","34","2"
ericdwang,"1","3","17"
ericflo,"8","23","7"
ericfourrier,"1","1","2"
erichiggins,"5","6","0"
ericholscher,"15","17","8"
ericjang,"20","56","10"
erickrf,"10","67","15"
ericls,"4","3","14"
ericmagnuson,"2","1","0"
ericmandel,"2","10","6"
ericmjl,"2","48","0"
ericrasmussen,"2","5","28"
EricRohlfs,"1","2","0"
ericspod,"3","39","7"
EricssonResearch,"28","414","88"
erigones,"139","165","718"
erijo,"4","41","0"
erikhvatum,"1","1","4"
eriklindernoren,"6","50","0"
eriknstr,"12","14","2"
erikr,"12","1","2"
erikriver,"2","3","0"
erikrose,"15","26","19"
eriksf,"6","14","16"
eriktaubeneck,"5","11","5"
erikvw,"7","4","7"
ErinCall,"7","59","75"
ErinMorelli,"33","3","0"
ErintLabs,"4","2","5"
erkyrath,"2","76","5"
erlerobot,"3","3","0"
ernestoarbitrio,"2","1","27"
ernestyalumni,"9","23","5"
ernw,"31","27","50"
Erotemic,"54","231","17"
erp12,"4","50","21"
errbotio,"58","87","76"
erseco,"21","22","0"
erthalion,"3","10","2"
erudit,"52","158","96"
erussell,"2","2","0"
eruvanos,"2","7","1"
erwan-lemonnier,"37","4","7"
erykoff,"5","5","5"
esa,"2","104","0"
esafak,"6","7","0"
esar,"8","6","0"
escaped,"17","7","12"
escherba,"16","30","3"
esdalmaijer,"15","2","0"
eseifert,"4","31","13"
eset,"4","2","1"
eskerda,"8","47","13"
esotericnonsense,"1","6","3"
EsotericSoftware,"1","1","4"
espadrine,"95","338","172"
espenak,"6","11","37"
espona,"1","1","10"
espressif,"7","62","42"
espressomd,"26","62","80"
espressopp,"33","107","44"
Esri,"45","125","265"
EsriOceans,"1","2","1"
esrlabs,"7","18","5"
ESS-LLP,"30","260","6"
EssaAlshammri,"4","6","21"
ESSolutions,"58","64","44"
estin,"6","46","7"
estnltk,"5","207","51"
ESultanik,"4","10","1"
etalab,"1","22","2"
etataurov,"1","21","5"
eteq,"1","9","2"
EternalPeace,"1","8","0"
eternnoir,"5","23","0"
Etersoft,"12","47","0"
etetoolkit,"57","162","1"
Ethan-Zhang,"1","4","0"
ethanal,"1","4","4"
ethancaballero,"9","18","5"
ethanluoyc,"16","35","51"
ethantang95,"27","75","351"
ethen8181,"2","33","1"
ethereon,"2","18","12"
ethereum,"47","172","63"
etherex,"4","4","2"
etianen,"27","17","23"
EtienneCmb,"3","111","10"
etingof,"65","275","77"
etkirsch,"14","27","0"
etnadji,"2","4","21"
ets-labs,"11","14","22"
etsy,"3","22","6"
EttusResearch,"27","96","5"
eucalyptus,"4","9","0"
euclidjda,"25","56","23"
EUDAT-B2SHARE,"24","177","48"
EUDAT-Training,"6","3","0"
eudicots,"28","29","25"
eugeniy,"9","25","0"
eugenox,"2","9","0"
eukaryote,"1","8","0"
Eulercoder,"1","3","10"
Euphe,"2","35","21"
euphorie,"131","149","44"
eurecom-s3,"12","99","8"
EuroPython,"60","126","58"
euske,"2","13","0"
evait-security,"2","1","0"
evanbrumley,"9","5","21"
evanhenri,"1","7","0"
evanplaice,"1","1","6"
evansd,"12","23","29"
evansde77,"6","52","14"
evansloan082,"2","3","0"
evansmurithi,"1","1","0"
EVBExtractor,"1","3","0"
eve-val,"4","19","9"
EVEModX,"3","1","0"
evenmarbles,"24","41","48"
eventable,"32","6","46"
eventbrite,"11","24","15"
EventGhost,"66","49","56"
EventMobi,"27","9","23"
eventql,"140","285","147"
evereux,"7","15","67"
evernote,"122","185","297"
evernym,"73","937","776"
everware,"10","45","16"
EverythingMe,"6","52","35"
evewspace,"7","3","9"
Evfro,"6","66","27"
evhub,"9","23","19"
evil-mad,"6","12","0"
EvilCult,"1","9","0"
evildmp,"38","8","19"
evilhero,"65","80","33"
evilpete,"10","4","0"
evilsocket,"7","15","83"
evmorov,"2","8","2"
evolvedlight,"1","5","0"
evonove,"16","3","29"
evz,"2","4","0"
ewels,"25","209","6"
ewerybody,"6","50","85"
ewhauser,"1","4","0"
ewheeler,"1","2","3"
ewiger,"4","6","1"
Exa-Networks,"6","29","41"
exaile,"73","178","43"
examachine,"5","31","7"
ExaScience,"1","30","6"
ExeClim,"3","42","7"
execuc,"82","1","1"
exelearning,"250","166","1"
exercism,"6","153","12"
exherb,"4","1","1"
exhuma,"8","98","15"
exogen,"4","2","1"
exoscale,"3","1","0"
exosite,"5","11","1"
expfactory,"4","30","6"
explorigin,"10","19","0"
explosion,"51","319","84"
exponea,"1","7","5"
exposit,"2","1","0"
expyriment,"11","23","120"
Extremus-io,"3","7","17"
exxeleron,"4","44","3"
Eyepea,"12","21","31"
eyeseast,"6","33","5"
eykd,"35","77","16"
eyp-developers,"2","2","0"
eyurtsev,"5","8","31"
ezheidtmann,"1","24","0"
Ezhil-Language-Foundation,"8","60","29"
ezhome,"3","5","1"
Ezibenroc,"2","15","0"
ezod,"11","39","13"
ezotrank,"10","26","0"
f-droid,"2","15","0"
F-Secure,"51","40","83"
f0k,"1","30","0"
F1ashhimself,"2","21","91"
f304646673,"2","1","5"
f4nt,"5","4","15"
f5devcentral,"8","40","4"
F5Networks,"403","183","163"
FAANG,"33","83","15"
fabianp,"1","5","0"
fabiencro,"2","28","3"
fabienvauchelles,"2","1","4"
fabiocaccamo,"1","5","8"
fabioz,"148","151","77"
fablabnbg,"1","10","0"
fabm-model,"2","22","0"
fabric,"11","29","56"
fabric-bolt,"14","16","5"
fabric8-analytics,"6","41","111"
FabriceSalvaire,"23","83","226"
fabriziocosta,"2","54","15"
FABtotum,"3","10","20"
facebook,"195","542","359"
facebookarchive,"19","21","14"
facebookexperimental,"4","53","90"
facebookincubator,"7","3","0"
facebookresearch,"31","439","127"
facelessuser,"46","116","59"
facetoe,"39","19","20"
factorial-io,"6","1","21"
FactoryBoy,"11","30","27"
facundobatista,"1","13","7"
fadushin,"1","54","61"
FAForever,"34","162","204"
Fahreeve,"2","47","8"
fail2ban,"5","18","17"
failedxyz,"1","2","12"
faith0811,"14","5","5"
fake-name,"134","251","133"
fako,"42","141","122"
FALCONN-LIB,"3","11","0"
falgore88,"2","9","3"
FalkTannhaeuser,"8","3","6"
Falldog,"1","4","4"
fallen,"2","1","11"
falseen,"8","2","1"
fametrano,"1","5","0"
fancycode,"10","7","0"
faneshion,"7","82","88"
fangohr,"3","44","0"
fanout,"11","2","18"
fanstatic,"3","15","4"
Fantomas42,"30","56","39"
farin,"4","1","0"
farizrahman4u,"20","63","4"
farrepa,"1","3","6"
farrokhi,"1","5","0"
farrukhshahzad,"6","43","19"
farshield,"1","8","2"
farzadghanei,"8","10","20"
fasihahmad,"29","11","2"
fastai,"127","495","104"
fastats,"3","6","17"
fastio,"1","9","9"
fastly,"1","4","4"
fastmonkeys,"1","11","4"
FastSociety,"1","3","0"
Fatal1ty,"6","34","4"
fatboystring,"3","1","1"
fathat,"2","4","0"
fatiando,"56","35","13"
fatiherikli,"10","49","25"
FATSLiM,"1","3","1"
faucamp,"1","15","0"
faucetsdn,"13","64","20"
faulkner,"1","1","5"
fausecteam,"3","15","21"
favll,"1","3","5"
fbertsch,"1","1","6"
fblupi,"2","4","2"
fboender,"11","13","0"
fcelda,"4","8","48"
fcollonval,"1","3","2"
FCP-INDI,"17","33","2"
fcracker79,"6","17","21"
fcurella,"10","18","31"
fcwu,"5","11","18"
fdegrave,"17","2","6"
fdemmer,"1","17","11"
fdiehl,"1","3","0"
fdintino,"8","8","0"
fdouetteau,"31","200","0"
Fe-Nik-S,"2","9","52"
Featuretools,"12","111","22"
fedebarabas,"2","14","6"
federico123579,"2","6","0"
FedericoCeratto,"2","14","8"
fedora-infra,"121","333","123"
fedora-modularity,"6","22","4"
fedora-python,"24","50","26"
fedoraredteam,"1","14","9"
FedorSelitsky,"2","5","8"
fedspendingtransparency,"23","172","102"
feedhq,"15","38","13"
feifangit,"4","2","4"
feilchenfeldt,"2","20","0"
feinheit,"19","14","24"
felicitychou,"8","4","0"
felinx,"23","16","50"
felipecruz,"26","20","10"
felipevolpone,"21","5","76"
felixlaumon,"4","8","0"
FelixSchwarz,"5","2","0"
felko,"3","1","5"
femtotrader,"1","2","5"
fenderglass,"1","136","8"
fengsp,"17","78","40"
fengxuangit,"2","1","1"
fengyie007,"18","8","1"
FEniCS,"87","431","371"
Fenixin,"5","4","5"
Fenugreek,"1","12","0"
FePhyFoFum,"1","50","3"
fermiPy,"12","46","67"
fernandojunior,"22","16","9"
ferreum,"30","162","37"
ferrine,"3","12","5"
ferstdigital,"2","1","0"
ferventdesert,"2","17","0"
feschmidt,"7","3","0"
fesh0r,"11","38","39"
festivalhopper,"4","39","9"
feus4177,"4","10","2"
Fewbytes,"1","10","0"
feynmanliang,"2","20","0"
ff0000,"76","39","8"
ffalcinelli,"10","30","61"
ffeast,"2","2","0"
fferri,"3","86","25"
fffonion,"6","24","3"
FFIG,"7","22","5"
ffledgling,"2","4","0"
FFMG,"153","219","222"
fga-gpp-mds,"40","9","17"
fgimian,"6","35","10"
fgmacedo,"41","24","21"
fhamborg,"6","42","36"
fhats,"12","27","46"
fhcrc,"11","99","7"
fhorinek,"2","3","0"
fhs,"1","3","0"
fiaas,"18","26","21"
Fibbing,"5","45","39"
FichteFoll,"18","148","71"
fictorial,"5","4","9"
fidelram,"2","57","0"
fiduswriter,"22","14","28"
fifengine,"32","36","1"
figment,"5","10","2"
fijal,"1","23","2"
fikipollo,"7","5","1"
filepreviews,"1","1","3"
filimonic,"7","6","10"
FilipDominec,"27","3","0"
Fillll,"2","6","1"
filwaitman,"4","10","1"
finaldie,"1","1","0"
finalion,"1","8","13"
Findus23,"1","3","0"
fingon,"12","20","42"
finklabs,"4","24","6"
Fiona,"7","1","0"
fiorix,"29","82","26"
Fire-Proof,"1","36","14"
fireantology,"1","1","3"
firebase,"5","67","53"
FireCARES,"12","32","7"
firedrakeproject,"8","16","19"
fireeye,"2","41","15"
Firefly-Automation,"8","35","137"
firemark,"1","103","8"
firesunCN,"1","2","2"
firetools,"27","22","15"
firewalld,"11","21","2"
FirstDraftGIS,"5","38","6"
firstlookmedia,"7","7","0"
firstopinion,"11","15","13"
fish2000,"4","16","44"
fisheess,"2","26","4"
fishilico,"5","40","11"
fishpepper,"1","2","2"
FishPi,"1","3","23"
fishtown-analytics,"39","130","523"
FishyFing,"3","7","0"
Fitblip,"3","15","2"
fitnr,"24","49","60"
fitodic,"1","2","0"
fivethreeo,"2","1","0"
Fiware,"2","1","0"
fixmydjango,"5","13","2"
fizista,"5","3","0"
fizyk,"5","4","4"
Fizzadar,"38","273","103"
fkarb,"8","23","29"
fkie,"15","47","7"
fkie-cad,"32","185","200"
flacjacket,"4","37","49"
flags,"1","41","0"
flakas,"4","12","0"
flammified,"1","2","0"
flan,"8","45","1"
flare561,"5","18","0"
FlashGordon95,"3","2","5"
flashingpumpkin,"36","4","10"
flask-restful,"12","25","0"
flav-io,"1","193","11"
flaviogrossi,"3","5","11"
flaviovdf,"1","23","0"
flavors,"1","7","3"
flaxsearch,"3","7","0"
fle,"2","4","0"
fle-internal,"19","30","37"
fleming79,"7","1","0"
flennerhag,"66","109","31"
Flexget,"106","275","215"
flexo,"10","9","9"
flexVDI,"19","81","14"
flipcoder,"4","1","1"
flit,"1","7","26"
flo-compbio,"5","45","31"
flockchat,"3","2","79"
Floens,"3","32","7"
flohorovicic,"6","16","0"
Floobits,"39","55","26"
floooh,"3","5","0"
florent1933,"1","1","0"
florentx,"8","4","1"
florianfesti,"10","140","11"
floringogianu,"8","12","1"
flosch,"30","19","10"
flowersteam,"129","223","67"
flowroute,"6","29","23"
fls-bioinformatics-core,"1","27","10"
fluent,"3","7","2"
Fluent-networks,"25","216","131"
fluentpython,"67","281","104"
FluidityProject,"35","249","1"
flux3dp,"5","25","8"
Fluxx,"13","16","18"
flxn,"1","5","0"
flyballlabs,"7","8","27"
flycheck,"1","1","4"
flyhigher139,"4","3","12"
flyinactor91,"12","38","41"
flyingcircusio,"7","20","8"
FlymeOS,"7","22","19"
flypy,"91","195","500"
FlyRanch,"1","6","1"
fmalina,"30","46","15"
fmarco,"8","27","10"
FMCorz,"4","5","18"
fmder,"2","9","0"
fmenabe,"1","3","0"
fmfi-svt,"14","44","12"
fmfn,"2","15","26"
fmoo,"5","3","1"
fmrchallenge,"1","11","4"
fmtlib,"1","4","1"
fmv1992,"6","19","13"
fnevgeny,"1","11","0"
fniephaus,"19","21","52"
fnl,"18","99","57"
FNNDSC,"11","14","19"
fnp,"79","168","131"
Foalyy,"2","7","0"
foauth,"1","3","1"
fofix,"10","23","3"
foglamp,"35","79","41"
fogleman,"19","65","36"
FoglyOgly,"2","33","38"
followloda,"11","11","22"
fontanon,"3","13","70"
FontManager,"1","2","3"
foobnix,"3","80","19"
foobuzz,"1","5","0"
foolcage,"1","44","7"
foosel,"55","132","89"
foospidy,"2","5","0"
ForceBru,"13","54","13"
ForensicArtifacts,"1","9","12"
forio,"3","5","4"
FormAlchemy,"22","39","13"
formencode,"29","14","13"
forseti-security,"11","133","189"
ForsvaretsForskningsinstitutt,"1","9","0"
fortesg,"4","13","4"
fortharris,"12","21","2"
fortyninemaps,"44","157","25"
forwchen,"2","5","0"
fossasia,"7","4","0"
fossevents,"3","10","4"
fossfreedom,"17","4","31"
founders4schools,"8","3","9"
foursquare,"28","175","321"
fousti,"1","4","1"
fox-it,"2","1","4"
foxmask,"17","11","36"
fperazzi,"7","1","0"
FPGAwars,"2","4","2"
fpierfed,"1","8","2"
fpiot,"14","20","4"
fplll,"4","23","0"
fpoli,"5","1","0"
fprimex,"1","4","0"
fpsw,"8","20","19"
fpytloun,"5","2","1"
fraenkel-lab,"11","13","2"
fragmuffin,"12","22","6"
France-ioi,"11","8","0"
francescobaldi86,"2","2","0"
FrancescoCeruti,"18","48","92"
francoischalifour,"2","7","0"
frandallfarmer,"2","6","8"
franekp,"90","121","53"
frankban,"4","4","1"
frankbp,"1","3","1"
frankie567,"4","6","2"
franklai,"8","6","0"
frankrousseau,"109","870","317"
frankwiles,"17","3","10"
frantony,"1","8","0"
franzinc,"11","40","21"
frappe,"185","740","73"
frasertweedale,"5","19","0"
frastlin,"3","41","13"
FrauBluher,"12","16","14"
fraunhoferfokus,"4","9","3"
FRBs,"15","24","6"
FRC-RS,"22","121","14"
FRC1296,"1","7","4"
FRCDiscord,"6","18","4"
freakboy3742,"15","4","3"
fredhohman,"1","45","0"
FredHutch,"1","4","0"
fredokun,"2","3","81"
fredrik-johansson,"13","212","44"
fredRos,"3","51","0"
Free-Cities,"1","5","0"
free-free,"9","172","57"
FreedomCoop,"11","103","54"
freedomofpress,"31","73","54"
freedomsponsors,"1","8","35"
freedomtan,"100","542","121"
freedomvote,"2","12","7"
freeipa,"3","26","42"
FreekingDean,"10","1","10"
freelan-developers,"25","19","3"
freenas,"206","123","100"
FreeOpcUa,"42","53","53"
FreePBX,"1","7","1"
freerangerouting,"12","5","1"
Freeseer,"7","20","24"
freevo,"5","8","0"
frePPLe,"37","61","77"
freshs,"5","1","0"
FRESNA,"23","157","21"
fretboardfreak,"8","6","24"
fretsonfire,"12","33","2"
frewsxcv,"4","23","9"
frictionlessdata,"19","163","137"
frida,"5","8","0"
FRidh,"1","8","149"
fridiculous,"13","18","26"
FriendCode,"4","2","16"
Frikanalen,"5","12","11"
Frikster,"6","65","0"
Friz-zy,"1","5","3"
Frky,"3","21","54"
frmdstryr,"4","79","4"
frnsys,"6","95","1"
FrodeSolheim,"200","227","3594"
Frojd,"22","13","41"
frol,"30","47","37"
frombeijingwithlove,"5","46","9"
fronzbot,"2","1","11"
FRosner,"22","3","19"
frost-nzcr4,"1","6","1"
frostidaho,"44","78","81"
FrostLuma,"18","30","38"
FrostyX,"7","22","55"
FrozenPigs,"36","158","61"
frsong,"4","52","14"
fruitnuke,"4","13","0"
fryntiz,"1","13","6"
fschulze,"7","14","0"
fsharp,"3","15","34"
fsherratt,"14","4","16"
fsimkovic,"3","219","36"
fsinfuhh,"1","9","20"
fsmi,"3","36","28"
fsr,"4","12","60"
fssqawj,"2","42","4"
FSX,"3","10","1"
fsxfreak,"8","113","47"
ftao,"2","3","19"
ftCommunity,"1","8","0"
fTerm,"3","5","0"
FTL-Space-Warp,"1","10","0"
ftobia,"1","4","0"
ftramer,"2","6","0"
FUB-HCC,"5","16","45"
fugue,"1","2","0"
fugwenna,"1","15","27"
fuhrysteve,"6","5","1"
fui,"1","24","0"
fujicoin,"25","261","55"
fukatani,"9","48","0"
fukuball,"1","9","25"
fulfilio,"1","2","0"
fullcontact,"2","3","0"
fullscale,"2","19","4"
fumitoh,"49","65","57"
FundersClub,"8","9","14"
fungibit,"4","43","9"
funginstitute,"1","14","2"
funilrys,"1","3","0"
funkybob,"12","26","47"
funkyfuture,"5","11","4"
funtoo,"105","142","38"
fupadev,"2","4","0"
furious-luke,"19","26","44"
furlongm,"5","3","43"
furmada,"2","9","0"
fursund,"2","16","0"
FUSED-Wind,"26","17","68"
fusic-com,"13","10","4"
Fusion-Data-Platform,"76","22","9"
fusionbox,"25","55","61"
future-architect,"3","11","0"
futurecolors,"9","3","10"
futurecore,"4","18","34"
FutureMind,"12","2","2"
FutureSharks,"6","24","0"
futurice,"17","41","39"
futursolo,"8","2","32"
fuzeman,"39","137","207"
fvcproductions,"18","32","5"
fvisin,"6","12","0"
fvmt,"4","1","1"
fwenzel,"1","2","1"
fwilson42,"4","5","1"
FX31337,"7","3","0"
fxia22,"1","14","0"
FXIhub,"20","93","31"
fxsjy,"2","3","0"
fyabc,"42","84","135"
fyookball,"31","218","179"
fyrestone,"8","7","11"
fyu,"16","1","1"
g0tmi1k,"3","33","0"
g0v,"5","13","0"
G4m4,"6","4","0"
ga4gh,"19","69","28"
Gaarv,"1","8","0"
gaasedelen,"1","5","29"
Gab0,"1","93","3"
gabisurita,"72","36","51"
gaborvecsei,"2","6","10"
Gabriel-Desharnais,"21","21","0"
gabrielbarbosanascimento,"7","6","0"
Gabrielcarvfer,"8","6","7"
gabrielelanaro,"5","28","7"
gabrielfalcao,"247","402","102"
gabrielgrant,"7","11","0"
gabrielssilva,"2","2","0"
gabstopper,"36","105","191"
Gabvaztor,"6","9","12"
gadio,"12","9","13"
gadsbyfly,"2","20","0"
gae-init,"6","87","66"
Gagaro,"1","3","1"
gagneurlab,"5","100","11"
gahrb,"3","7","0"
Gahshomar,"6","6","24"
gajim,"26","47","111"
gak,"6","20","13"
galactics,"18","49","91"
Galarzaa90,"6","25","17"
galaxy-genome-annotation,"3","19","352"
galaxy-iuc,"1","6","423"
galaxyproject,"33","166","112"
galeone,"4","25","69"
Galeria-Kaufhof,"2","8","7"
gallantlab,"15","94","62"
gallmerci,"1","7","5"
GaloisInc,"5","18","9"
GambitResearch,"7","7","4"
gamechanger,"13","57","118"
gameclosure,"12","24","0"
gameduell,"77","58","21"
gammalib,"1","19","0"
gammapy,"6","36","50"
gammu,"6","8","0"
GAMPTeam,"2","6","0"
GandaG,"3","24","12"
gandalfcode,"3","1","1"
Gandi,"36","94","374"
ganeti,"45","193","73"
ganga-devs,"216","235","121"
gangtao,"2","11","26"
ganguli-lab,"4","23","14"
gangverk,"3","2","0"
gantsign,"3","18","0"
ganwell,"3","14","0"
gaocegege,"48","185","92"
gaojiuli,"11","4","13"
gaqzi,"7","10","38"
garcia,"11","27","3"
garethr,"7","3","1"
GaretJax,"15","26","71"
Garfielt,"2","3","0"
garnaat,"1","3","45"
garoa,"6","13","19"
garyd203,"16","16","25"
garydoranjr,"5","56","0"
garyp,"1","1","8"
gasabr,"10","73","18"
gasserma,"1","4","11"
Gastron,"2","7","1"
GateNLP,"4","7","15"
gatgui,"5","21","0"
gatsinski,"1","2","11"
gaubert,"1","13","10"
gaulinmp,"1","15","7"
gautamkrishnar,"42","45","18"
gautelinga,"6","53","0"
gave92,"8","10","9"
gavincyi,"2","6","43"
gavinfish,"3","54","8"
gavinwahl,"2","6","3"
gawel,"70","152","56"
gazpachoking,"15","1","8"
gbiggs,"16","73","58"
gbirke,"1","2","1"
gboeing,"1","8","0"
gbossert,"2","13","39"
gbour,"4","39","78"
gbrammer,"2","11","4"
gbrener,"2","17","0"
gbrunacci,"6","18","0"
gbv,"13","34","9"
gc3-uzh-ch,"13","28","28"
gcarq,"17","53","42"
gcblue,"9","7","1"
gchina,"1","2","7"
gchq,"5","3","4"
gchrupala,"30","150","0"
gciotta,"1","2","2"
gcrahay,"2","6","1"
gcushen,"7","3","3"
gcwnow,"8","11","0"
gdanezis,"3","103","60"
gdbaldw,"19","103","37"
gdestuynder,"3","13","0"
gdit-cnd,"1","19","5"
gdoermann,"2","4","0"
gds-operations,"2","4","1"
gdub,"5","15","1"
gdw2,"3","65","33"
Ge0,"2","2","12"
GEANT,"12","7","2"
gear,"11","39","5"
geberl,"1","1","39"
Gebesa-Dev,"1","51","0"
gedaskir,"15","4","14"
GedRap,"2","6","2"
gee-community,"5","26","16"
geekan,"2","8","7"
GeekTrainer,"2","21","1"
geerk,"2","10","9"
geertj,"39","28","34"
geevi,"1","3","0"
geex-arts,"24","12","27"
geggo,"1","3","1"
GehenHe,"16","61","10"
GehirnInc,"3","12","15"
geigerzaehler,"7","12","11"
gekorob,"4","6","9"
gelman,"10","4","0"
Gelmir,"8","10","0"
gelnior,"6","3","44"
gem,"201","448","149"
gemalto,"15","71","6"
gemerden,"18","27","4"
GEMPACKsoftware,"3","38","22"
gems-uff,"49","107","85"
GEMScienceTools,"5","54","17"
gena,"3","1","6"
GenealogyCollective,"54","152","138"
genegis,"1","23","2"
genenetwork,"9","63","16"
geneontology,"3","31","0"
GenePeeks,"37","8","23"
general-ai-challenge,"3","20","5"
GeneralizedLearningUtilities,"4","74","13"
generalov,"1","4","2"
GenericMappingTools,"2","14","7"
gengo,"10","11","1"
gengstrand,"6","4","21"
genialis,"105","210","125"
GENIVI,"2","6","0"
genkosta,"4","2","0"
genn-team,"3","10","0"
gennaios,"23","33","38"
genomoncology,"7","4","8"
Genorch,"2","1","8"
gentnerlab,"12","37","12"
gentoo,"25","62","68"
Gentux,"1","11","4"
genzgd,"78","50","74"
geoalchemy,"11","2","8"
GeoDaCenter,"7","25","6"
geodrinx,"69","165","10"
geodynamics,"41","237","112"
geoenvo,"9","12","5"
geographika,"1","8","1"
geokrety,"76","6","397"
geomagpy,"15","61","0"
GeoMatDigital,"15","3","1"
geome-mitbbs,"2","9","0"
geometalab,"23","114","129"
geometer,"1","2","1"
geomin,"9","5","2"
GeoNode,"125","111","110"
geopandas,"16","87","20"
Geoportail-Luxembourg,"11","12","6"
geopy,"8","47","59"
geopython,"51","107","133"
Georacer,"6","1","0"
georgebrock,"3","8","11"
georgemarshall,"2","17","2"
georgenicolaou,"4","8","0"
georgepsarakis,"3","9","32"
georgestarcher,"39","127","137"
georgetown-analytics,"1","15","0"
Georgetown-IR-Lab,"4","6","0"
georgewhewell,"2","3","1"
georgeyk,"4","4","7"
georglind,"10","95","42"
GeoscienceAustralia,"16","226","136"
GeosoftInc,"17","62","442"
geosolutions-it,"2","8","15"
Geosyntec,"40","38","62"
Geotab,"1","6","6"
GeotrekCE,"58","239","144"
gepd,"7","95","5"
geraldinepascal,"9","35","4"
Gerapy,"6","25","5"
gerardpuig,"1","2","0"
gerberlab,"2","30","0"
GeriLife,"1","1","1"
geronimp,"20","140","27"
gerry,"4","5","2"
gertjanvanzwieten,"1","36","1"
gescheit,"2","9","0"
getavalon,"8","25","14"
GetBlimp,"21","18","85"
getdnsapi,"1","1","0"
getfireside,"5","12","26"
GetmeUK,"14","48","43"
getnikola,"25","324","61"
getpatchwork,"10","63","76"
getpelican,"84","116","35"
getredash,"12","167","297"
GetRektByMe,"2","5","0"
getsenic,"1","34","53"
getsentry,"600","1553","895"
GetStream,"16","6","23"
getting-things-gnome,"42","97","12"
getwarped,"11","2","5"
gf712,"2","54","37"
gfacciol,"3","12","15"
gfairchild,"4","6","2"
GFDRR,"1","7","5"
gforcada,"6","9","2"
gfronza,"5","4","1"
gfxprim,"6","15","0"
ggasoftware,"2","3","6"
ggaughan,"11","136","33"
GGiecold,"2","12","4"
ggould256,"1","14","1"
ggravlingen,"2","23","92"
ggreco77,"1","1","13"
ggtracker,"99","56","18"
ggyeh,"4","3","1"
ghackebeil,"3","41","105"
gheinrich,"30","92","391"
ghetzel,"22","28","21"
ghickman,"3","10","2"
Ghini,"14","79","33"
ghliu,"2","6","3"
gholt,"39","21","5"
ghorn,"11","70","9"
GhostofGoes,"5","12","7"
ghostsquad,"1","4","12"
