"Organization","DynCount","FuncCount","DecCount"
pajbot,"27","212","255"
palantir,"2","66","70"
pallets,"190","419","333"
pandas-dev,"1839","3889","1753"
PaneraPOSpreference,"621","1073","734"
pantsbuild,"66","688","1408"
paramiko,"39","55","78"
ParkJiSu28,"353","524","348"
parksj0923,"2847","6088","2533"
pass-culture,"87","572","463"
patois,"1","16","0"
Paulecs,"1","0","0"
pdpipe,"15","82","12"
peering-manager,"101","50","92"
peetal,"2","0","0"
Pejuang-PBP,"2","0","4"
pennersr,"64","46","116"
Pericles001,"659","1134","817"
PetarJovancic,"10","0","7"
petergridge,"6","0","9"
peternader98,"1847","3603","1809"
pgiteam,"5","442","54"
PhamTruongUit,"3","105","10"
phenix-project,"2","1","5"
PhiladelphiaController,"1","4","0"
PhotoFilmStrip,"8","31","47"
PierreSylvain,"2","0","6"
pietercdevries,"2","21","4"
pikou1995,"1","1","0"
PINTO0309,"6","633","5"
pitat1,"3","7","3"
pKrime,"11","58","2"
platformio,"17","244","217"
playpauseandstop,"13","22","23"
pliang279,"16","352","90"
pogyuh,"3","113","3"
PokeAPI,"1","156","141"
portfolioplus,"1","29","3"
powerline,"86","204","199"
prasant747,"1413","1562","1425"
pre-commit,"8","116","26"
PrefectHQ,"147","660","348"
PricePaper,"5","407","4"
princeton-nlp,"547","1384","1771"
PrincetonUniversity,"2","21","0"
ProgrammingLeader,"32","113","13"
proj-int01,"1783","2724","2375"
Project-MONAI,"80","670","140"
projscld,"1","3","1"
prompt-toolkit,"26","407","287"
proyecto-2021,"1","12","0"
pseudbot,"3","1","0"
psf,"1","0","0"
pudo,"9","60","49"
puraminy,"5","90","0"
purseclab,"624","972","740"
Purushottam-6668,"21","30","0"
pwndbg,"24","102","134"
pybamm-team,"5","8","1"
pyca,"30","544","143"
pycontribs,"65","44","50"
Pycord-Development,"163","272","637"
PyCQA,"1","28","8"
pyecharts,"8","61","3"
pyeve,"51","121","63"
pyg-team,"101","524","277"
PyGithub,"8","334","1023"
pyinstaller,"121","185","60"
pyiron,"38","172","310"
pyload,"87","291","256"
pymc-devs,"180","548","288"
pymor,"140","622","249"
PyMySQL,"13","26","4"
pyodide,"32","73","32"
pypa,"1542","2530","2347"
pyro-ppl,"204","888","459"
pyserial,"54","44","59"
PySimpleGUI,"13","260","10"
pytest-dev,"267","386","273"
python,"3570","6359","3194"
python-gitlab,"51","144","19"
Python-Markdown,"8","19","6"
python-pillow,"104","174","43"
python-telegram-bot,"197","200","238"
python-trio,"3","7","4"
Python-World,"3","49","0"
python-wrjhh,"1","0","0"
pythonarcade,"30","262","238"
pythonguis,"17","43","3"
pythonstock,"1","0","0"
PythonZero,"2","7","13"
pytorch,"142","856","190"
PyTorchLightning,"427","758","1175"
pytube,"5","48","82"
pywebio,"3","52","3"
pywinauto,"73","141","158"
Qandra-Si,"1","2","0"
Qix-,"7","25","0"
qmpham,"10","304","80"
QPDFium,"34","413","215"
QUANTAXIS,"3","9","19"
quantumlib,"204","2973","682"
Quartz-Vision,"5","3","0"
qutebrowser,"125","805","71"
r-anime,"6","40","37"
R0bertWell,"236","203","349"
r0x0r,"19","36","47"
ra7kar,"1","18","4"
raaamonnn,"1280","1847","1566"
radtorch,"2","18","0"
Rainbow-Dreamer,"63","515","0"
rakazirut,"1","0","0"
raogsm7,"3","41","2"
Rapptz,"136","242","592"
RaRe-Technologies,"98","585","75"
RasaHQ,"52","1063","811"
ray-project,"14","167","52"
rbgirshick,"1","9","18"
rdfsx,"3","1","6"
react-native-skia,"41","586","202"
readthedocs,"107","203","180"
realZyxxy,"6","158","15"
ReanGD,"1","7","5"
reblocke,"3857","9156","4113"
RedHatQE,"53","99","178"
redivis,"7","15","0"
redkyn,"7","27","70"
ReFirmLabs,"31","16","2"
regunakyle,"1","2","5"
rembo10,"612","919","401"
RemGo95,"6","25","30"
renasami,"488","416","649"
reo-dev,"730","667","696"
rero,"4","216","146"
resource-watch,"1","270","0"
resourcefactor,"3","38","0"
RetiredWizard,"2","7","19"
Revenberg,"1","0","0"
rgrewa1,"12","54","0"
rhfphp,"2","0","18"
RhinoSecurityLabs,"25","61","2"
riadd188,"55","28","82"
ricklan,"1031","1272","965"
Rikorose,"5","31","2"
RitaRamo,"19","391","42"
RJ-SMTR,"2","76","59"
rj175,"31","92","464"
rjdbcm,"254","608","263"
RLBot,"174","335","227"
RobertLucey,"12","109","114"
RobertPastor,"3","24","0"
robinhood,"77","381","293"
robocorp,"214","609","754"
robotframework,"234","617","499"
robust-design-stack,"6","55","30"
rogozin-ivan,"1","0","2"
romeorizzi,"203","478","0"
RomualdRousseau,"1649","2329","1855"
RonnyPfannschmidt,"13","21","2"
ros,"2","33","1"
Rovna99,"1","31","2"
rq,"36","129","101"
rsms,"2","72","1"
rszamszur,"8","13","3"
rtqichen,"3","58","10"
rushter,"2","35","16"
ryanckhung,"747","1339","1038"
Ryomen-Sukuna,"23","51","312"
S-HuaBomb,"1","20","2"
S0loW1ng,"2","1","0"
sabnzbd,"32","118","67"
sachin9742s,"1","1","0"
sahahn,"13","40","2"
saidulislam,"1","61","30"
sailfishos-mirror,"3373","5228","2666"
salazar-brodart,"69","64","24"
saltstack,"1385","4012","1736"
samjarrett,"3","6","2"
samshadwell,"2","0","22"
Samsung,"34","65","69"
samuelcolvin,"98","312","348"
sanghyunbak,"11","12","32"
Saratoga-CV6,"1","17","93"
sassoon4126,"1766","6270","6146"
SasView,"179","293","73"
saul-rocha,"1","0","8"
saulpw,"121","403","154"
sbl1996,"38","443","79"
schlinux,"473","822","673"
scikit-image,"73","394","132"
scikit-learn,"895","1322","424"
scikit-learn-contrib,"61","90","39"
scipy,"571","1994","351"
scrapinghub,"172","273","211"
scullen99,"1","0","14"
sdispater,"23","118","81"
searxng,"74","133","39"
sebma,"7","42","0"
secdev,"253","3051","349"
SecureAuthCorp,"132","154","199"
SeongBeomLEE,"1","29","0"
SerpentAI,"8","51","86"
sfkleach,"1","37","8"
sgelias,"1","31","24"
shadow-island,"51","95","95"
shadowsocksr-backup,"20","12","2"
ShahAnuj2610,"3","94","29"
shanglianlm0525,"70","386","70"
ShchcerbanMariya,"4","46","0"
shenhongkai,"1374","3081","1245"
shim506,"2","9","0"
shiratori3,"1","11","9"
SHIVAM-1294,"4","0","0"
shiwabot,"5","53","6"
sholmiw,"5","33","0"
shooter-squad,"8","54","11"
Shougo,"17","47","11"
shukurenaibotcreate,"42","102","244"
siahuat0727,"3","4","0"
SickChill,"209","367","364"
SimonBolducBeaudoin,"6","3","0"
simonparkis,"22","63","121"
Sinan-M-116,"109","178","98"
skalenetwork,"1","86","75"
SkuldNorniern,"5","14","0"
skyg547,"99","207","293"
Skyzu,"2","52","3"
SLAC-ML,"2","30","41"
SlimaineB,"81","54","16"
sloria,"6","78","43"
smacke,"13","26","11"
small-moran,"621","1069","798"
SmartcitySantiagoChile,"1","2","8"
smarty-kev,"9","37","0"
smicallef,"8","48","33"
SML0127,"18","19","0"
snorkel-team,"9","100","18"
snowwayne1231,"2","29","5"
Softcatala,"2","9","12"
sokolovstas,"7","5","13"
sopel-irc,"329","112","42"
sortifyV2,"2","12","77"
sourceplusplus,"5","7","5"
soxoj,"1","60","19"
soymadip,"1","0","0"
spaceshiptrip,"906","1324","1067"
spack,"13","44","28"
Sparky4567,"3641","16251","16583"
SpatioTemporal,"2","14","0"
spectacles-ci,"8","55","28"
spedas,"4","116","15"
SpiderClub,"1","58","60"
spiral-project,"13","61","19"
spotDL,"1","36","18"
spulec,"207","2375","6731"
spyder-ide,"271","1231","280"
sqlalchemy,"1068","3408","3224"
sqlfluff,"24","298","270"
ssalogel,"5","58","20"
sshuttle,"12","35","14"
stagedml,"18","114","24"
StagPython,"2","34","62"
stamparm,"58","22","2"
stanfordnlp,"44","611","125"
stas12312,"9","10","11"
statsmodels,"829","1615","1827"
stephenbeckr,"2","15","0"
sth,"4","18","5"
streamlink,"69","483","323"
struemya,"29","117","97"
SublimeCodeIntel,"9","2","10"
sun-umn,"213","160","0"
sunminghui81,"13","16","35"
Supervisor,"97","199","0"
surfedushare,"11","153","157"
svds90,"1","17","0"
SWang848,"13","93","15"
swiss-seismological-service,"33","3","0"
SymphoniaLauren,"6","130","2"
sympy,"844","10965","3851"
synccomputingcode,"6","41","0"
SzuminskyAJ,"478","851","730"
t3mucommontools,"18","0","0"
Taapat,"9","37","11"
taigaio,"364","882","85"
taitaifiss,"3","113","3"
tanaylab,"94","66","8"
TanLinh15,"621","1073","734"
taoyl,"1","29","0"
Tatersic,"2","6","7"
Tautulli,"966","1571","936"
Teahouse-Studios,"3","31","60"
Team-CyberHawk,"12","112","12"
TeamFussion,"12","110","7"
Tencent,"11","40","19"
tensorflow,"581","5181","2793"
tensorlayer,"20","226","172"
tensorpack,"55","534","234"
tgalal,"8","95","322"
ThaoTon910,"1","15","39"
The-4th-Hokage,"9","63","29"
the-paperless-project,"7","30","46"
the0demiurge,"22","24","2"
TheAlgorithms,"4","602","62"
Theano,"788","2599","534"
thehackingknight,"8","4","0"
thehyperbit,"445","419","412"
TheJoeSmo,"24","53","110"
TheMasterTz,"1","0","0"
themixray,"1","2","14"
theOehrly,"11","27","21"
TheOksigen,"3","41","3"
theresekoch,"3","10","1"
TheSun2107,"1772","2829","2759"
thibaudcolas,"170","314","129"
thillRobot,"14","342","120"
thomas-young-2013,"13","260","39"
thomasWeise,"20","113","58"
thumbor,"49","30","273"
tiangolo,"43","41","37"
tianmeng1998,"1","4","0"
tickspread,"8","78","44"
time-track-tool,"62","88","4"
timgrossmann,"6","46","6"
TinkerTools,"1","328","0"
tinylambda,"135","549","240"
tippingpointuk,"274","519","365"
tj-django,"8","3","25"
TJPain,"211","148","256"
TLYu0419,"1230","1839","1600"
tnwae,"1","5","0"
tobymao,"6","110","25"
ToxygenX,"19","26","0"
tracim,"20","288","626"
TrAInConnectionPrediction,"2","58","59"
Trayan7,"1","267","31"
trezor,"58","879","474"
TRG-BUILD,"7","8","7"
Tribler,"63","746","413"
trustedsec,"2","20","0"
tryolabs,"8","76","23"
tsalemink,"1","18","0"
tschellenbach,"38","63","132"
tsnellgrove,"18","5","58"
ttp55,"4","50","6"
tuankiet116,"3","1","0"
tukaan,"9","15","122"
tweepy,"49","13","21"
twintproject,"4","7","1"
twisted,"677","1883","388"
twsswt,"6","7","17"
tzpBingo,"26","76","213"
UAlbertaALTLab,"1","34","21"
uber,"8","125","26"
Uberi,"11","2","3"
ubuntu,"7","22","30"
uclouvain,"32","79","202"
uds-se,"438","1191","530"
uedaeita,"1","2","4"
ufal,"4","32","7"
ufoym,"1","10","3"
uio-bmi,"104","701","631"
uktrade,"26","353","111"
Ulauncher,"10","76","55"
ultralytics,"53","168","23"
umarcor,"1","10","11"
UNEPG,"4","0","12"
unikraft,"7","21","176"
unit8co,"19","163","205"
UniversalDependencies,"26","25","0"
upb-lea,"30","148","1"
Urinx,"1","0","0"
USArmyResearchLab,"6","29","23"
useblocks,"65","65","13"
userbotindo,"16","11","70"
UST-QuAntiL,"2","2","3"
utoxin,"3","8","37"
uw-it-aca,"50","18","81"
V8gaming,"1","1","0"
vaexio,"262","1092","595"
vansin,"123","796","117"
vibhor3081,"621","1066","796"
vibora-io,"7","65","48"
victfuentess,"1271","1551","1098"
VictorTao1998,"2","79","10"
vietng322611,"4102","5651","3420"
vinayak-mehta,"3","7","29"
VinaySi2705,"355","297","403"
vineeths96,"3","1","0"
virgilwjj,"59","49","8"
Virusxxxxxxx,"25","61","20"
visym,"28","941","23"
vitroid,"1","65","76"
vivekvenkris,"1","22","31"
vkbottle,"2","4","50"
VocalTrance,"1","26","20"
vohuy1894,"624","982","717"
voicegain,"1493","753","1399"
volatilityfoundation,"85","1503","232"
vschmidt91,"29","258","416"
vyos,"6","177","49"
Vyryn,"3","16","0"
wagtail,"413","850","408"
walkerever,"1","34","4"
WalleDong,"1","0","2"
wandb,"254","1243","776"
wang-chen,"3","108","0"
WannaBeSuperteur,"4","147","0"
washing1127,"6","59","0"
wasndas,"6","12","4"
waterbear-cloud,"93","20","118"
wbond,"177","107","272"
webs397,"36","106","96"
weixuansun,"1","8","0"
weskerfoot,"1","11","1"
wesleyshen070,"262","218","371"
WEVI0Z,"329","475","359"
wevote,"258","28","464"
whitfieldsdad,"2","30","11"
WillGITCode,"2","0","0"
willmcgugan,"25","149","83"
windddkz,"58","53","166"
WinstonWolf007,"1","1","0"
WIPACrepo,"3","12","14"
wireservice,"19","23","4"
wistbean,"1514","3251","1427"
WithPrecedent,"38","74","80"
wkentaro,"8","24","8"
wmc1205,"258","172","103"
wook101,"1","21","0"
wookayin,"1","17","18"
woonys,"908","1512","1488"
woozi1122,"32","111","13"
worfomatik,"231","116","102"
wtforms,"39","36","17"
wxj77,"5","191","26"
wylu,"1","18","6"
xabatplaza,"448","485","527"
xabery1931,"3","113","3"
xiaofengShi,"1","21","9"
xingyizhou,"20","76","9"
xinli2,"680","962","459"
xinntao,"2","12","0"
xmendez,"9","115","109"
xonsh,"309","605","394"
Xrsirx5,"1","4","0"
xuebinqin,"10","2","0"
xxxzoro,"37","65","171"
yagomichalak,"5","83","25"
yakMM,"7","15","175"
yandex,"6","38","23"
yangyubuaa,"65","70","555"
yanlinf,"1","62","0"
yeeeshuan,"621","1066","796"
YejinHwang-D,"27","2","1"
Yelp,"7","93","12"
yennanliu,"8","844","5"
yetao0806,"5","66","4"
yeyinthtoon,"1","0","0"
yojiyama7,"5","864","0"
YosysHQ,"3","105","14"
ysrc,"2","1","2"
yt-dlp,"57","1060","299"
ytdl-org,"41","736","207"
ytdl-patched,"65","1102","317"
ytisf,"7","20","0"
yuan1093040152,"771","780","468"
yunionio,"6","7","0"
yy0931,"1","16","0"
yzhangcs,"36","209","125"
yzhao062,"215","18","25"
ZeayW,"3","171","0"
zehengl,"2","8","300"
ZeitOnline,"225","463","650"
ZENALC,"1","215","35"
Zendelo,"21","46","21"
zeroSms,"623","1093","758"
zervvo,"3","113","3"
zhanglonghao1992,"1","9","1"
ziimiin14,"6","7","0"
Zittermann,"1","0","0"
znk-bit,"640","1204","855"
zostera,"9","6","7"
zpovsic,"3","113","3"
zpz,"6","30","37"
zRitsu,"1","7","10"
Zulko,"57","185","92"
Zusyaku,"80","112","15"
zvldz,"28","64","213"
